Source_Followings	Source_Followers	Sink_Followers	Common_Followings	Distance	Real
35426	449	230	0	1.0	1
231	81	1	0	3.0	-1
162	36	1	0	3.0	-1
1546	58	3	0	3.0	-1
48	6	1	0	4.0	-1
51	13	2	0	1.0	1
185	46	9	0	3.0	-1
1927	138	1	0	1.0	1
45	37	2	0	3.0	-1
93	6	1	0	4.0	-1
61	18	2	0	3.0	-1
244	44	175	0	1.0	1
123	48	1	0	3.0	-1
197	132	1	0	3.0	-1
215	40	179	0	1.0	1
414	102	24	0	1.0	1
37	34	190	0	1.0	1
9	4	33	0	3.0	-1
95	28	21	0	1.0	1
378	37	1	0	4.0	-1
355	292	35	0	1.0	1
715	73	31	0	1.0	1
35	4	655	11	1.0	1
160	65	75	0	1.0	1
1456	241	1	0	4.0	-1
157	90	1	0	3.0	-1
301	87	60	0	3.0	-1
1262	268	1	0	3.0	-1
274	14	2	0	4.0	-1
129	555	90	14	1.0	1
10	2	178	0	2000.0	-1
375	18	6	0	3.0	-1
504	120	16	0	1.0	1
15	1	7	0	2000.0	-1
50	13	52	0	1.0	1
10	12	5	0	4.0	-1
69	40	27	0	3.0	-1
381	37	1256	11	1.0	1
3	121	1	0	4.0	-1
157	19	4	0	3.0	-1
202	55	91	26	1.0	1
2	2	2	0	1.0	1
199	54	40	0	1.0	1
8737	163	24	0	1.0	1
1853	182	23	0	1.0	1
380	178	1	0	3.0	-1
1936	126	85	0	1.0	1
106	327	1	0	4.0	-1
130	10	8	0	1.0	1
18	10	4	2	1.0	1
19	413	5	0	3.0	-1
119	18	1	0	4.0	-1
226	25	1	0	3.0	-1
522	13	9	0	1.0	1
803	427	26	0	1.0	1
35	55	2	0	3.0	-1
42	1	1	0	1.0	1
8881	157	179	0	1.0	1
867	143	5	0	1.0	1
176	542	125	0	1.0	1
348	86	8	0	1.0	1
93	28	2	0	3.0	-1
13	2	1	0	4.0	-1
23	44	1	0	3.0	-1
2	61	1	0	4.0	-1
33631	375	1	0	3.0	-1
111	27	2	0	3.0	-1
46	11	40	10	1.0	1
86	38	5	0	1.0	1
27	6	1	0	3.0	-1
60	6	1	0	3.0	-1
8319	102	2	0	1.0	1
383	782	5	0	1.0	1
5	2	1	0	4.0	-1
81	10	3	0	4.0	-1
228	2002	1	0	3.0	-1
28	30	1	0	3.0	-1
32	9	7	0	3.0	-1
1349	113	192	122	1.0	1
1952	176	94	0	1.0	1
137	20	2	0	3.0	-1
312	374	221	0	1.0	1
1157	229	144	0	1.0	1
919	88	2	0	3.0	-1
65	11	1	0	4.0	-1
215	117	3	0	2.0	-1
1	9	10	0	1.0	1
320	10	1	0	3.0	-1
2624	304	8	0	1.0	1
5	2	1	0	5.0	-1
182	32	28	0	1.0	1
455	33	1	0	3.0	-1
80	21	1	0	4.0	-1
16	1	1	0	4.0	-1
209	35	9	0	3.0	-1
554	44	165	0	1.0	1
6	2	1	0	4.0	-1
77	15	13	0	1.0	1
197	39	2	0	3.0	-1
268	139	206	54	1.0	1
33	4	2239	1	1.0	1
114	25	1	0	1.0	1
305	15	2	0	1.0	1
299	170	346	48	1.0	1
71	84	553	19	1.0	1
97	75	1	0	2.0	-1
394	100	4	0	3.0	-1
536	161	1	0	3.0	-1
304	61	1	0	3.0	-1
1960	161	38	0	1.0	1
30	5	43	0	1.0	1
381	130	1	0	3.0	-1
83	6	1	0	4.0	-1
85	10	9	0	1.0	1
130	6	693	2	1.0	1
10	3	614	0	1.0	1
367	73	7	0	1.0	1
13	573	31	4	1.0	1
25	4	1	0	4.0	-1
180	57	1	0	3.0	-1
168	21	117	0	1.0	1
173	39	4	0	1.0	1
2641	113	49	0	1.0	1
30	13	1	0	4.0	-1
546	418	40	0	1.0	1
968	21	1	0	3.0	-1
27	62	798	18	1.0	1
1649	518	1	0	3.0	-1
56	17	450	11	1.0	1
282	49	25	0	3.0	-1
1997	26	1	0	3.0	-1
1308	123	179	0	1.0	1
135	50	10	0	1.0	1
73	4	11	0	1.0	1
88	26	101	16	1.0	1
862	173	1	0	1.0	1
14	4	200	3	1.0	1
83	30	68	23	1.0	1
350	34	1	0	3.0	-1
73	31	1	0	3.0	-1
920	101	11	0	1.0	1
109	3	5	0	1.0	1
3	2	170	1	1.0	1
31	11	152	8	1.0	1
269	72	56	0	1.0	1
195	9	1	0	4.0	-1
249	5	1	0	3.0	-1
107	26	1	0	3.0	-1
345	23	21	0	3.0	-1
150	43	1	0	4.0	-1
530	70	5	0	3.0	-1
21	4	1	0	4.0	-1
50	6	1	0	5.0	-1
1112	53	1	0	2.0	-1
107	24	471	7	1.0	1
231	96	163	0	1.0	1
72	21	194	9	1.0	1
3138	132	1	0	3.0	-1
1168	767	173	0	1.0	1
318	271	932	68	1.0	1
260	67	1	0	3.0	-1
434	70	1	0	3.0	-1
319	16	1	0	3.0	-1
586	90	1	0	3.0	-1
170	202	2	0	4.0	-1
745	221	1	0	3.0	-1
96	29	1	0	4.0	-1
642	79	1	0	2.0	-1
18	40	2	0	4.0	-1
2	36	23	0	1.0	1
279	110	2	0	4.0	-1
1883	228	2	0	3.0	-1
82	26	249	17	1.0	1
241	53	1	0	3.0	-1
20	5	25	0	1.0	1
184	31	28	0	2.0	-1
628	23	88	0	2.0	-1
6	3	1	0	4.0	-1
382	44	22	0	1.0	1
1162	50	1	0	3.0	-1
25	103	1	0	4.0	-1
1349	221	2	0	3.0	-1
196	18	18	0	1.0	1
809	100	233	0	1.0	1
30	1	1	0	2000.0	-1
50	3	23	0	1.0	1
22	11	12	0	1.0	1
84	63	85	18	1.0	1
3834	596	46	51	1.0	1
138	10	8	0	1.0	1
119	108	10	0	1.0	1
1665	83	1	0	3.0	-1
54	2	8	0	1.0	1
243	70	455	12	1.0	1
64	321	1	0	4.0	-1
38	6	16	0	1.0	1
105	6	1	0	1.0	1
444	466	13	0	1.0	1
630	75	1	0	3.0	-1
16	9	19	0	1.0	1
14	4	25	0	1.0	1
6	20	1	0	4.0	-1
6	1	1	0	5.0	-1
126	15	2	0	2.0	-1
60	3	4	0	1.0	1
35	3	1	0	4.0	-1
284	64	32	0	1.0	1
105	19	2	0	4.0	-1
121	65	116	0	1.0	1
4704	136	105	0	1.0	1
59	23	10	0	3.0	-1
401	5	21	0	1.0	1
114	25	243	11	1.0	1
99	7	1	0	3.0	-1
476	99	1	0	4.0	-1
2001	87	12	0	1.0	1
944	136	15	0	1.0	1
43	7	7	0	1.0	1
13	129	2	0	4.0	-1
140	21	4	0	3.0	-1
53	6	1	0	4.0	-1
16971	930	1	0	2.0	-1
31	6	1	0	3.0	-1
301	237	34	0	1.0	1
72	3	29	0	1.0	1
90	27	1	0	3.0	-1
116	20	19	0	1.0	1
189	63	36	0	1.0	1
22	263	1	0	3.0	-1
36	327	1	0	4.0	-1
268	129	9	0	1.0	1
1815	143	60	0	1.0	1
4229	1327	112	0	1.0	1
70	6	1	0	4.0	-1
62	31	1	0	3.0	-1
188	18	1	0	3.0	-1
168	21	1	0	3.0	-1
306	198	1	0	1.0	1
3161	126	1	0	2.0	-1
20	13	282	6	1.0	1
291	60	2	0	2.0	-1
26	6	28	0	1.0	1
143	31	1	0	4.0	-1
0	3	2	0	2000.0	-1
145	26	3	0	1.0	1
301	111	1	0	1.0	1
187	21	1	0	3.0	-1
223	49	14	0	3.0	-1
70	7	599	3	1.0	1
34	12	47	0	1.0	1
41	9	2	0	1.0	1
105	119	1	0	3.0	-1
109	174	1	0	4.0	-1
18	5	1	0	3.0	-1
406	55	1	0	3.0	-1
90	30	1	0	3.0	-1
156	53	1	0	1.0	1
79	3	6	0	3.0	-1
44	13	2	0	4.0	-1
68	3	1446	9	1.0	1
112	5	1	0	3.0	-1
4142	101	110	0	1.0	1
484	24	1	0	3.0	-1
687	56	3	0	3.0	-1
2509	270	2	0	3.0	-1
294	40	1	0	3.0	-1
599	63	16	0	1.0	1
2	3	2	0	1.0	1
118	12	345	15	1.0	1
322	76	1	0	3.0	-1
13	3	1	0	4.0	-1
436	31	2	0	2.0	-1
22	5	1	0	4.0	-1
444	61	1	0	3.0	-1
618	38	12	0	1.0	1
79	221	1	0	3.0	-1
24	4	179	0	1.0	1
9128	336	221	0	1.0	1
817	369	1	0	3.0	-1
200	44	4	0	4.0	-1
38	12	1	0	3.0	-1
162	34	9	0	1.0	1
129	2	458	16	1.0	1
493	84	8	0	1.0	1
226	15	23	0	2.0	-1
31	134	1	0	3.0	-1
166	45	17	0	1.0	1
22	2	2	0	1.0	1
5893	310	6	0	1.0	1
33	21	6	0	1.0	1
593	56	21	0	1.0	1
9	36	1	0	4.0	-1
361	56	28	37	1.0	1
229	480	6	0	3.0	-1
281	104	1	0	3.0	-1
22096	703	1	0	3.0	-1
349	18	1	0	4.0	-1
33	95	67	15	1.0	1
94	26	1	0	3.0	-1
353	29	12	0	3.0	-1
368	5	4	0	3.0	-1
41671	985	4	0	2.0	-1
43	8	8	0	4.0	-1
14	80	1	0	4.0	-1
1854	15	3	0	2.0	-1
160	11	1	0	3.0	-1
27	4	11	0	1.0	1
85	160	12	2	1.0	1
13	7	37	10	1.0	1
28	3	1	0	5.0	-1
18	8	6	0	1.0	1
14	3	1	0	4.0	-1
218	16	5	0	1.0	1
410	75	1	0	3.0	-1
509	31	4	0	1.0	1
277	17	4	0	1.0	1
33	4	5	0	4.0	-1
10066	604	71	0	1.0	1
6329	309	1	0	3.0	-1
184	28	2	0	2.0	-1
2647	193	162	0	1.0	1
0	2	1	0	2000.0	-1
1158	84	2	0	1.0	1
69	20	6	0	1.0	1
191	13	2	0	2.0	-1
142	23	12	0	3.0	-1
457	73	57	0	1.0	1
12	2	1841	0	1.0	1
1024	26	10	0	3.0	-1
169	8	1	0	1.0	1
471	20	1	0	4.0	-1
65	2	1	0	3.0	-1
148	22	1	0	5.0	-1
48	5	6	1	1.0	1
66	47	35	37	1.0	1
279	89	3	0	1.0	1
161	14	275	0	1.0	1
34	7	1	0	1.0	1
506	29	1	0	3.0	-1
231	125	146	61	1.0	1
103	8	74	0	1.0	1
105	1	17	0	1.0	1
243	94	7	0	3.0	-1
354	24	98	0	1.0	1
12914	568	76	0	1.0	1
998	66	1	0	3.0	-1
77	13	15	0	1.0	1
33	3	2	0	1.0	1
321	17	8	0	1.0	1
46	68	1	0	4.0	-1
69	13	115	5	1.0	1
468	278	1	0	1.0	1
527	154	22	0	1.0	1
58	10	9	0	1.0	1
285	89	4	1	1.0	1
82	7	1	0	3.0	-1
584	20	4	0	1.0	1
4	5	2	0	2000.0	-1
241	20	5	0	2.0	-1
2	87	1	0	2000.0	-1
38	23	9	0	1.0	1
148	76	11	0	1.0	1
29	4	3	0	3.0	-1
2471	284	1	0	1.0	1
355	50	1	0	2.0	-1
2	9	20	0	4.0	-1
133	21	23	0	1.0	1
499	104	138	117	1.0	1
250	89	7	0	3.0	-1
1019	434	1	0	3.0	-1
265	234	39	0	1.0	1
73	4	1	0	3.0	-1
2001	87	32	0	1.0	1
716	81	482	117	1.0	1
9	2	1	0	1.0	1
395	48	1	0	3.0	-1
1963	177	42	0	1.0	1
40	24	1	0	4.0	-1
2239	87	1	0	3.0	-1
862	173	1	0	3.0	-1
5	9	1	0	4.0	-1
321	8	1	0	3.0	-1
48	6	1	0	1.0	1
1124	171	94	0	1.0	1
310	45	1	0	3.0	-1
315	200	4	0	2.0	-1
464	52	5	0	1.0	1
2469	112	1794	7	1.0	1
468	49	4	0	3.0	-1
336	317	1	0	3.0	-1
48	20	1	0	4.0	-1
435	31	5	0	1.0	1
70	14	58	10	1.0	1
31	90	1	0	3.0	-1
4	6	1	0	4.0	-1
6329	309	1	0	3.0	-1
98	9	4	0	3.0	-1
468	49	40	0	3.0	-1
37	2	1	0	4.0	-1
49	51	2	0	3.0	-1
350	74	4	0	3.0	-1
36	3	1	0	3.0	-1
136	2	2	0	1.0	1
1203	27	2	0	3.0	-1
345	92	247	130	1.0	1
199	20	4	0	1.0	1
46	17	15	0	3.0	-1
70	22	778	19	1.0	1
409	48	83	0	1.0	1
69	12	1204	0	1.0	1
145	53	139	9	1.0	1
90	25	3	0	1.0	1
117	6	155	0	1.0	1
40	12	2452	0	1.0	1
30	10	12	0	1.0	1
16	9	19	0	1.0	1
781	27	1	0	3.0	-1
358	37	1	0	1.0	1
385	37	386	0	1.0	1
6	6	2	0	3.0	-1
306	198	1	0	3.0	-1
40	27	1	0	1.0	1
97	26	91	6	1.0	1
53	8	1	0	3.0	-1
154	69	1	0	3.0	-1
339	92	1	0	3.0	-1
3488	277	1	0	3.0	-1
68853	892	1	0	1.0	1
1	7	11	0	1.0	1
1288	47	1	0	3.0	-1
109	1	1	0	3.0	-1
8479	407	42	0	1.0	1
31	115	1	0	4.0	-1
1301	342	1	0	3.0	-1
110	9	1	0	1.0	1
31	12	862	0	1.0	1
18	343	1043	5	1.0	1
222	35	4	0	3.0	-1
487	621	104	0	1.0	1
192	7	1	0	2.0	-1
42	40	69	0	1.0	1
339	57	10	0	1.0	1
802	130	51	0	1.0	1
100	21	282	9	1.0	1
14	2	3	0	4.0	-1
5	120	2	0	4.0	-1
8	4	10	0	1.0	1
2913	83	218	0	1.0	1
29809	384	1	0	3.0	-1
198	30	16	0	1.0	1
371	151	1	0	3.0	-1
169	28	1	0	4.0	-1
95	670	1	0	3.0	-1
3470	97	11	0	1.0	1
720	75	5	0	3.0	-1
47	33	1	0	4.0	-1
128	24	2	0	3.0	-1
74	48	37	0	1.0	1
137	33	1	0	3.0	-1
208	12	1	0	3.0	-1
79	6	1	0	4.0	-1
30	3	13	0	1.0	1
64	13	1	0	4.0	-1
4330	164	2	0	3.0	-1
135	39	10	0	1.0	1
9	16	1	0	3.0	-1
104	8	1	0	3.0	-1
19	15	4	0	3.0	-1
124	21	1	0	3.0	-1
122	26	129	15	1.0	1
147	5	18	0	1.0	1
304	135	1283	79	1.0	1
534	47	10	0	1.0	1
28	3	1	0	4.0	-1
164	55	1	0	3.0	-1
1388	242	2	0	3.0	-1
100	2	1	0	4.0	-1
29	27	16	0	1.0	1
113	21	3	0	3.0	-1
530	70	306	0	1.0	1
13950	260	363	0	1.0	1
1452	223	268	0	1.0	1
302	46	2	0	3.0	-1
77	37	15	0	1.0	1
93	31	31	12	1.0	1
346	73	18	0	1.0	1
33229	417	52	0	1.0	1
410	17	1	0	3.0	-1
41	2	73	0	1.0	1
66	82	1	0	4.0	-1
270	11	1	0	3.0	-1
13	4	1	0	4.0	-1
50	17	3	0	3.0	-1
887	146	1	0	3.0	-1
1034	107	2	0	1.0	1
25	4	2	0	1.0	1
1965	49	1	0	3.0	-1
338	50	9	0	1.0	1
117	37	7	0	1.0	1
81	36	1	0	3.0	-1
410	76	215	12	1.0	1
7871	131	12	0	1.0	1
103	7	1	0	1.0	1
416	24	248	0	1.0	1
374	22	15	9	1.0	1
24	11	4	0	3.0	-1
98625	2466	1	0	2.0	-1
133	16	1	0	4.0	-1
548	46	4	0	3.0	-1
1376	299	719	0	1.0	1
36	5	107	3	1.0	1
342	101	1	0	3.0	-1
2435	108	137	0	1.0	1
70	13	11	29	1.0	1
261	17	4	0	3.0	-1
11	6	2	0	1.0	1
94	34	1	0	4.0	-1
52	12	3	0	4.0	-1
89	49	2	0	3.0	-1
28	19	1	0	4.0	-1
1236	33	86	0	1.0	1
126	34	1	0	4.0	-1
0	7	2	0	2000.0	-1
108	3	1	0	3.0	-1
1333	193	56	0	1.0	1
647	242	2	0	1.0	1
70	43	1	0	3.0	-1
12	10	1	0	4.0	-1
1348	1838	1	0	2.0	-1
267	198	3	0	2.0	-1
2647	193	38	0	1.0	1
387	40	11	0	1.0	1
1482	130	4	0	1.0	1
620	24	18	0	1.0	1
38	3	1	0	3.0	-1
29	10	283	0	1.0	1
141	5	1	0	4.0	-1
285	55	9	0	3.0	-1
34	5	4	0	1.0	1
50	9	1	0	3.0	-1
1136	93	187	0	1.0	1
16	8	2	0	4.0	-1
20	9	1	0	4.0	-1
184	9	84	2	1.0	1
122	26	24	0	1.0	1
279	45	25	0	1.0	1
135	29	15	0	3.0	-1
1019	20	3	0	3.0	-1
36	31	26	0	3.0	-1
1094	101	1	0	1.0	1
3358	364	13	0	1.0	1
1	3	1	0	4.0	-1
5	6	1	0	4.0	-1
92	23	3	0	4.0	-1
17513	523	1	0	3.0	-1
22242	410	52	0	1.0	1
30	19	34	12	1.0	1
254	71	438	1	1.0	1
444	466	438	24	1.0	1
259	82	4	0	3.0	-1
32	11	23	7	1.0	1
358	32	1	0	3.0	-1
458	57	1	0	2.0	-1
1	52	71	0	1.0	1
343	15	5	0	1.0	1
282	24	1	0	3.0	-1
252	18	55	0	1.0	1
31	93	1	0	4.0	-1
5962	455	5	0	2.0	-1
16349	456	1	0	2.0	-1
300	53	75	11	1.0	1
1409	20	1	0	3.0	-1
24	4	4	0	4.0	-1
34124	1165	83	0	1.0	1
9	234	13	0	1.0	1
73650	717	1	0	3.0	-1
62	32	2	0	3.0	-1
208	77	45	0	1.0	1
202	37	18	0	1.0	1
176	60	3	0	3.0	-1
13	127	121	0	1.0	1
214	42	1	0	3.0	-1
359	20	28	0	1.0	1
138	14	4	0	3.0	-1
813	165	1	0	3.0	-1
9	12	1	0	4.0	-1
111	5	1	0	4.0	-1
1368	86	45	0	1.0	1
1028	72	4	0	1.0	1
295	37	1	0	3.0	-1
34	7	105	0	1.0	1
207	15	4	0	1.0	1
33	8	1	0	3.0	-1
147	77	1	0	3.0	-1
33	3	99	0	3.0	-1
2373	287	13	0	1.0	1
202	48	7	0	3.0	-1
30	7	2	0	1.0	1
249	178	23	0	1.0	1
590	52	1	0	3.0	-1
1073	116	2	0	3.0	-1
124	1117	285	0	1.0	1
18	58	903	5	1.0	1
43	14	33	21	1.0	1
416	22	12	0	1.0	1
38	5	8	0	1.0	1
442	99	4	0	1.0	1
338	9	4	0	1.0	1
1293	205	148	0	1.0	1
1547	41	3	0	1.0	1
142	5	1	0	4.0	-1
1638	87	6	0	3.0	-1
1342	129	98	0	1.0	1
98	32	1	0	3.0	-1
126	146	352	51	1.0	1
193	28	951	7	1.0	1
511	97	57	0	1.0	1
141	12	1	0	3.0	-1
56	29	3	0	3.0	-1
1	17	860	0	1.0	1
27	2	2	0	3.0	-1
59	41	299	28	1.0	1
574	133	1	0	2.0	-1
10496	506	1	0	2.0	-1
19371	380	41	0	1.0	1
6	3	122	0	1.0	1
444	47	1	0	3.0	-1
120	35	1	0	4.0	-1
87	33	1	0	1.0	1
2	2	3	0	4.0	-1
41	61	1	0	4.0	-1
60	12	1765	0	1.0	1
5	6	3	0	4.0	-1
229	23	15	0	3.0	-1
248	109	3	0	1.0	1
137	108	79	0	1.0	1
173	21	3	0	3.0	-1
150	40	91	4	1.0	1
207	13	1	0	4.0	-1
433	52	21	0	1.0	1
36	3	7	0	1.0	1
427	84	20	0	1.0	1
132	21	6	0	1.0	1
94	6	1	0	3.0	-1
94	34	3	0	3.0	-1
195	71	2	0	1.0	1
686	33	1	0	3.0	-1
21	11	39	15	1.0	1
45	8	35	0	1.0	1
2915	470	1	0	3.0	-1
1	149	46	0	1.0	1
361	9	9	0	1.0	1
413	71	1	0	3.0	-1
1	3	278	0	1.0	1
651	174	5	0	1.0	1
97	27	2	0	4.0	-1
1258	155	7	0	1.0	1
10233	649	54	0	1.0	1
123	29	66	21	1.0	1
597	130	19	0	1.0	1
29	28	610	15	1.0	1
1055	111	44	0	1.0	1
367	526	1	0	4.0	-1
791	192	6	0	1.0	1
47	698	52	0	1.0	1
37	1	1	0	4.0	-1
1379	67	1	0	3.0	-1
31	1	1	0	4.0	-1
38	12	5	0	3.0	-1
1755	125	361	0	1.0	1
716	78	55	0	1.0	1
1986	24	5	0	1.0	1
315	56	2	0	3.0	-1
8	179	1337	2	1.0	1
30	10	1	0	4.0	-1
191	40	4	0	3.0	-1
130	40	5	0	1.0	1
155	71	125	66	1.0	1
75	37	2	0	3.0	-1
92	58	1145	1	1.0	1
973	61	4	0	2.0	-1
1073	267	475	22	1.0	1
12	2	1	0	1.0	1
194	7	1	0	1.0	1
219	39	1	0	3.0	-1
37	6	13	0	1.0	1
60	13	1	0	3.0	-1
324	16	1	0	3.0	-1
243	70	1	0	3.0	-1
236	58	463	0	1.0	1
118	28	1	0	3.0	-1
1	2	20	0	1.0	1
7	1	2	0	5.0	-1
1240	55	1	0	3.0	-1
300	39	23	0	1.0	1
288	6	12	0	1.0	1
78	74	12	0	1.0	1
121	188	1	0	3.0	-1
10	12	2	0	3.0	-1
2109	25	1	0	3.0	-1
40	81	47	0	3.0	-1
672	97	49	0	1.0	1
241	32	1172	70	1.0	1
44	50	13	0	3.0	-1
183	56	3	0	3.0	-1
3743	183	376	0	1.0	1
224	88	5	0	1.0	1
680	81	55	0	1.0	1
0	2	25	0	2000.0	-1
255	250	2	0	4.0	-1
31247	387	1	0	3.0	-1
2123	115	10	0	2.0	-1
107	463	45	8	1.0	1
1877	201	1	0	3.0	-1
30	3	3	0	1.0	1
5934	143	4	0	1.0	1
616	40	254	0	1.0	1
209	81	1	0	3.0	-1
917	389	16	0	1.0	1
600	48	120	0	1.0	1
900	7	1	0	1.0	1
13314	314	1	0	3.0	-1
107	27	1	0	1.0	1
61238	1350	26	25	1.0	1
0	1	4	0	2000.0	-1
49	12	1	0	4.0	-1
1266	89	156	0	1.0	1
34	285	150	13	1.0	1
47	40	21	0	1.0	1
560	37	1	0	1.0	1
31	14	29	18	1.0	1
0	1	1	0	2000.0	-1
118	7	520	0	1.0	1
720	92	9	0	1.0	1
1165	85	2	0	1.0	1
46	15	5	0	1.0	1
160	85	1	0	4.0	-1
106	10	4	0	4.0	-1
38	8	2	0	3.0	-1
72	21	17	0	1.0	1
487	621	12	0	3.0	-1
972	154	1	0	3.0	-1
5	3	70	1	1.0	1
480	19	13	0	1.0	1
98	8	3	0	3.0	-1
103	287	2605	14	1.0	1
193	91	2	0	1.0	1
15	2	1	0	1.0	1
74	19	297	0	1.0	1
98	208	1	0	3.0	-1
39	1	12	0	1.0	1
94	20	121	1	1.0	1
312	14	1	0	3.0	-1
35	10	2	0	3.0	-1
63	8	5	0	3.0	-1
1	1	2	0	2000.0	-1
112	4	1	0	4.0	-1
574	97	9	0	3.0	-1
584	507	109	53	1.0	1
149	16	407	0	1.0	1
2723	433	4	0	3.0	-1
4704	136	2	0	2.0	-1
215	29	2	0	3.0	-1
8083	203	402	0	1.0	1
737	12	7	0	1.0	1
956	142	4	0	3.0	-1
161	163	113	17	1.0	1
947	56	1	0	2.0	-1
171	4	1	0	3.0	-1
845	75	2	0	1.0	1
630	1	31	0	1.0	1
982	18	40	0	1.0	1
100	36	1	0	3.0	-1
1945	81	1	0	1.0	1
126	26	317	0	1.0	1
256	80	1	0	3.0	-1
514	65	336	0	1.0	1
82	215	1418	36	1.0	1
135	17	1	0	5.0	-1
97	7	1	0	3.0	-1
156	11	1	0	3.0	-1
101	61	1	0	3.0	-1
71	16	71	0	1.0	1
32	5	1	0	1.0	1
14	9	1	0	3.0	-1
42	10	1	0	4.0	-1
409	30	4	0	1.0	1
258	33	5	0	1.0	1
1228	16	9	0	1.0	1
0	1	1	0	2000.0	-1
105	12	1	0	4.0	-1
124	40	2	0	1.0	1
280	48	403	0	2.0	-1
176	3	635	20	1.0	1
44	3	1	0	3.0	-1
837	155	2	0	1.0	1
326	82	1	0	3.0	-1
11	6	1	0	4.0	-1
75	2	1	0	1.0	1
249	159	1	0	3.0	-1
156	14	1	0	1.0	1
42	8	1	0	1.0	1
14	260	1	0	1.0	1
290	40	4	0	1.0	1
320	43	401	0	1.0	1
63	11	1	0	4.0	-1
7	4	1	0	6.0	-1
1950	440	1	0	1.0	1
24	163	8	0	1.0	1
74	48	126	5	1.0	1
56	23	2084	15	1.0	1
64	5	1	0	1.0	1
85	195	26	0	1.0	1
279	152	75	0	1.0	1
211	27	458	24	1.0	1
18	39	1	0	1.0	1
83	30	1	0	4.0	-1
780	33	1	0	3.0	-1
173	19	293	5	1.0	1
50	9	1	0	5.0	-1
491	38	1	0	1.0	1
45	21	39	6	1.0	1
1035	32	1	0	3.0	-1
701	91	2	0	3.0	-1
99	37	1	0	3.0	-1
39	35	6	0	1.0	1
113	15	2	0	4.0	-1
1815	64	1	0	4.0	-1
26	4	2	0	1.0	1
78	8	1	0	3.0	-1
25	24	83	8	1.0	1
80	21	7	0	3.0	-1
1232	45	18	0	3.0	-1
109	16	21	0	1.0	1
227	63	2	0	2.0	-1
216	40	1	0	2.0	-1
4246	118	47	0	1.0	1
342	417	1	0	3.0	-1
157	90	1	0	3.0	-1
155	4	1	0	4.0	-1
351	32	2	0	1.0	1
34	11	10	0	3.0	-1
456	73	1	0	3.0	-1
575	103	184	0	1.0	1
154	11	1	0	3.0	-1
13	4	1	0	4.0	-1
212	26	5	0	4.0	-1
179	19	1	0	4.0	-1
149	135	1	0	3.0	-1
96	94	2	0	3.0	-1
169	103	1	0	3.0	-1
389	69	3	0	3.0	-1
11	11	236	9	1.0	1
20	1	1	0	4.0	-1
90	39	1	0	4.0	-1
129	13	2	0	1.0	1
925	147	1	0	3.0	-1
327	128	3	0	3.0	-1
132	14	1	0	1.0	1
0	2	2	0	2000.0	-1
309	61	1	0	3.0	-1
72	11	1	0	3.0	-1
1665	136	63	0	1.0	1
16	6	562	3	1.0	1
261	330	1	0	3.0	-1
882	199	3	0	3.0	-1
222	53	1	0	3.0	-1
104	42	1	0	3.0	-1
67	48	62	24	1.0	1
742	142	34	0	1.0	1
111	28	1	0	3.0	-1
34	3	1	0	1.0	1
722	91	18	0	1.0	1
112	62	4	0	3.0	-1
404	87	11	0	1.0	1
1659	132	1	0	3.0	-1
214	92	2	0	1.0	1
273	18	1	0	1.0	1
48	10	711	5	1.0	1
48	30	1	0	3.0	-1
16429	589	1	0	3.0	-1
25	1	1	0	3.0	-1
1	2	2	0	5.0	-1
43	8	3	0	1.0	1
304	61	7	0	1.0	1
837	155	58	0	1.0	1
517	46	22	0	1.0	1
79	3	10	0	3.0	-1
1909	128	1	0	3.0	-1
223	17	1	0	3.0	-1
223	106	12	0	1.0	1
2363	179	1	0	3.0	-1
89	15	24	0	1.0	1
133	78	1	0	3.0	-1
41	18	3	0	4.0	-1
2003	190	4	0	1.0	1
447	20	9	0	1.0	1
213	20	15	0	3.0	-1
3359	117	114	0	2.0	-1
70	6	1	0	2.0	-1
372	886	1	0	4.0	-1
34	7	194	3	1.0	1
399	186	18	0	1.0	1
76	18	153	21	1.0	1
740	44	10	0	1.0	1
54	8	8	0	1.0	1
1465	79	1	0	1.0	1
214	42	456	0	1.0	1
1900	161	1	0	2.0	-1
137	38	412	6	1.0	1
38	28	96	14	1.0	1
98	19	4	0	3.0	-1
144	11	9	0	2.0	-1
630	15	1	0	3.0	-1
595	24	4	0	1.0	1
492	49	622	0	1.0	1
882	199	2	0	3.0	-1
270	9	2821	49	1.0	1
126	48	200	23	1.0	1
4	1	1	0	4.0	-1
130	13	1	0	3.0	-1
138	10	1	0	4.0	-1
450	147	95	14	1.0	1
1186	345	3	0	2.0	-1
47	28	1	0	3.0	-1
2264	194	2	0	2.0	-1
20	5	46	8	1.0	1
192	7	2	0	3.0	-1
46	9	1	0	3.0	-1
295	37	1	0	3.0	-1
1146	586	1	0	3.0	-1
52	12	7	0	1.0	1
102	28	1	0	3.0	-1
4	10	1	0	4.0	-1
42	6	5	0	3.0	-1
19	197	2	0	1.0	1
207	15	1	0	1.0	1
325	131	94	25	1.0	1
424	49	663	0	1.0	1
228	27	1	0	3.0	-1
2851	80	773	0	1.0	1
14	6	128	0	1.0	1
162	19	16	0	1.0	1
1173	174	6	0	1.0	1
1099	35	2	0	3.0	-1
16	62	1	0	5.0	-1
320	10	2	0	2.0	-1
611	44	2	0	1.0	1
69	13	25	3	1.0	1
532	77	4	0	3.0	-1
