Source	Sink	Source_Followings	Source_Followers	Sink_Followers
1887148	1856296	672	189	91
3484376	3683272	225	36	1
2619	3527987	85	195	26
1317538	4467395	6	9	2084
261881	4210815	220	657	94
3987684	4861134	17372	286	5
2228215	3284284	69	25	18
906389	4812187	45	8	1
4430273	4762204	69	20	2239
120964	4349705	36	384	77
941168	3152947	65	3	1
1289767	4048548	69	12	50
1219377	3353544	119	12	19
4260351	1911785	186	36	493
3525229	3899907	381	189	24
1604283	1393391	122	46	320
2884705	1273121	10233	649	54
3056035	2999451	142	64	227
59300	299183	37	5	1
3886162	4541984	339	68	104
2783057	1175333	219	183	22
572390	1023621	3173	91	103
2843739	4373380	451	69	3
896754	3889439	298	39	4
3556160	1485051	13	14	7
1411915	4105997	43	9	12
963245	1831198	1849	207	450
2751125	3585773	676	48	1
1183989	593515	27	3	2
4386719	329690	12	2	1
1547160	1359072	57	3	20
577207	3266671	40	17	13
825327	635439	102	5	13
1572166	234663	39	35	6
78950	2742928	13	471	77
233829	4056726	26	37	21
2946301	1982407	108	20	1
202677	1664963	126	48	240
2125993	2174614	109	7	161
3716178	4389069	7	108	174
4137854	2841874	412	148	33
3349005	1530617	107	6	168
1606469	4201375	5210	96	182
4231768	2517769	368	75	74
2218570	2233746	142	158	63
1774275	101362	72	7	90
3609981	4390482	39	60	11
797068	3879004	926	46	29
2555403	2301674	338	30	2
4465133	4721867	2001	30	7
3057065	1985831	68	2	1
3292844	611426	3	4	236
3397281	4688460	15068	743	1
4528986	1181722	93	33	22
832820	2708007	773	73	340
4632646	627625	133	13	107
3794235	2784600	45	3	16
1360763	2875462	272	32	89
513938	398732	950	87	55
2544561	2865938	74	48	37
2134568	4029466	355	292	47
969398	2017226	75	21	65
703541	1250021	138	58	4637
849782	1025098	29	4	1141
1587561	3454055	2	9	2914
2956248	3676017	6702	346	2
214501	1804305	499	82	7
978235	3422981	584	20	4
2408781	2508950	720	58	172
1656472	1181894	13	1	41
3651129	2642511	554	44	165
4831402	3169989	343	15	5
508120	894206	342	31	129
4426102	2614609	458	119	35
2564955	1542320	1325	108	80
811770	4347011	41	3	6
4144992	4123615	316	40	87
3405370	4206975	95	114	110
1750846	2305597	182	32	28
1738725	2763553	291	46	80
4608969	3178818	279	89	3
4499720	3369449	123	28	2
2259806	791866	126	11	639
4854607	764718	93	91	7
3867991	4210635	140	23	11
4590807	3366719	503	80	11
1596160	3167121	999	82	22
1961629	3452772	47	30	62
4517793	4368362	1232	152	10
1006418	3758289	1329	56	41
2304340	3257833	988	114	208
3584971	4074665	416	22	12
1353449	120199	920	101	11
2506224	1843752	23	22	1
815277	3642500	268	139	206
1885084	4518203	152	12	87
1955701	2859344	99	35	20
4465133	4754626	2001	30	3
1411138	1274046	97	47	613
1486750	3572920	54	33	1
2092706	2595040	390	47	30
4514762	3496910	86	38	5
1080318	1548896	265	28	28
4217182	3995855	202	55	91
4779576	3553053	132	15	10
1269032	4674840	166	19	21
664229	415503	42	1	3
3417807	4499514	142	13	22
164179	3246724	34	7	194
1698389	2841477	77	32	45
4845060	3593031	250	32	3
2954496	2335965	291	34	31
3139569	4170460	21	14	1
1580988	429692	414420	2821	5
1092203	4297549	1996	174	115
3109921	36074	123	29	66
4318206	488044	13123	251	152
103219	2853969	15	10	1051
4277444	2215729	41	2	73
1938475	3565611	243	29	6
2977499	4238452	2	2	1
2480796	3256930	99	70	1
3276259	1778458	118	11	11
4276499	4067970	1	9	10
1945087	1491825	662	246	4
3429817	2763050	136	57	3
1681166	2731945	190	26	15
1980375	2456106	318	54	46
2159469	3767319	1	1	27
4841614	3243777	245	37	62
27220	3555447	29	36	148
1827983	967703	429	172	55
807776	536906	94	3	23
1539221	734050	82	39	34
4220002	1809926	120	22	2452
3075383	3390692	87	16	5
2157724	3180354	142	10	1
2120733	4222681	20804	819	111
1062967	2072098	15276	260	68
3147339	1761729	240	195	60
4713062	1996799	37	191	32
633851	3285932	72	6	1
3057270	558710	30	3	13
1040102	597110	38	23	9
3855002	2205170	208	30	229
1776495	4208653	153	80	1820
1821849	2906883	87	103	68
1549334	4040467	6693	81	206
3025128	2569746	279	45	12
3449911	2934316	104	588	537
285212	1453802	170	204	239
550749	4532225	1113	160	13
4371539	3926250	14	4	25
505578	1257329	23	2	126
4054592	3828498	16	9	19
1308667	1500374	253	40	23
1865715	3385720	311	31	43
3596594	3085568	59	210	664
2247463	865212	2747	388	421
714298	3206499	8	179	1337
1663869	2801853	322	117	9
2962303	2688447	54	49	1
63018	904266	5	3	70
3069749	3147339	471	33	195
125780	4552158	295	16	2
1965013	4203183	24	39	533
3248640	4131275	4	2	527
625474	4841498	590	43	9
3965640	139066	373	86	47
784020	3702208	18	17	468
1183989	3114098	27	3	191
2933546	269504	158	297	38
4200115	1491114	29	6	28
4125625	4286329	44	2	2
4825045	1133713	489	38	2
4336001	548639	435	30	342
3677080	1974739	174	8	5
1857619	708556	78	30	91
2984132	4742351	5	20	8
317253	3776699	97	27	1
2671123	367252	2053	148	5
4297187	2188230	30	10	12
3266897	2165787	1335	346	5
3237585	3573374	752	75	121
3275484	3059638	1462	77	5
2417958	1300232	1099	35	3
110652	4066107	86	1	10
4744670	4636107	72	8	2
3704614	2310512	78	54	40
1770734	3133215	215	40	179
2078186	2831819	1094	101	1
1038389	1151291	698	162	213
1758839	351544	142	33	2
761206	3065607	54	8	4
88059	2893391	1099	33	2
524590	3166189	1	31	2
780562	2557141	1558	1315	190
1938475	4507659	243	29	115
1978179	2998696	998	50	64
4448346	3553185	380	111	70
2099164	3207182	159	12	279
1899353	694042	2	2	1
1029490	3712488	290	67	114
3126437	656766	98	43	75
1590090	1545322	91	3	5
4500014	4922	727	114	200
4830782	2759718	196	18	18
2999674	1912155	47	4	22
497713	1295767	111	17	9
4726377	3163811	17	772	485
2167647	1969236	72	9	1
3561502	3077843	68801	1144	129
3423926	1705893	271	29	23
2845921	4048993	172	36	34
3142255	2166402	1935	835	5
1789038	1044339	123	11	1
1752487	2886465	1	7	11
4236149	4653941	380	120	951
1309679	1699930	29	6	2
161276	700775	6549	146	174
1524958	4267900	87	10	9
3046955	1623466	199	57	106
4267183	3210032	40	45	96
3675668	3060714	318	317	1783
3167929	3340105	254	84	14
2883311	4575690	3	1	88
3606354	1600413	114	172	3
725773	3316620	31	12	214
4397923	599673	1228	16	9
216293	3275390	2	13	1
4349705	4541031	170	77	138
881496	343099	100	9	3
4658934	2952996	895	243	42
1023574	4222531	591	54	3
189347	1783242	2001	87	12
3518167	1404605	85	14	5
1705222	4055311	58	7	19
1894869	4734919	964	263	17
3768187	4191410	243	84	1590
1903996	2455678	293	78	3
1726071	4202240	147	313	2
3095050	4719296	3358	364	13
3605448	2648451	2022	202	85
3471881	4252114	851	80	36
2972710	4636928	320	27	57
1675400	58135	140	508	342
103219	1261990	15	10	21
2926516	2311444	146	35	226
3810367	4069397	55	20	1
685920	4050373	2	4	103
4164822	3210109	124	43	22
3229360	3554055	44	9	1
1943342	4656285	68	3	1446
3837587	643547	409	30	4
4386011	66331	80	40	79
3295146	2490457	38	28	96
4644056	4042810	27	5	1
2351882	4510376	252	24	10
4267425	4373533	463	18	1
1694481	1475538	87	33	1
1137846	1954040	296	39	137
1518103	1702966	1931	50	11
415729	1129243	269	121	44
3136835	1235945	524	77	325
577850	3232929	126	21	97
2693578	1526956	9	3	2
1402455	4603305	49	99	31
320968	492050	36	4	8
2387821	3808061	285	316	294
3264857	316719	86	17	2
1920560	4861107	112	62	10
253352	3541726	10413	237	6
3455127	1117209	122	55	9
1618025	3845953	29	11	1
3431161	1608562	576	149	91
581046	372278	173	13	147
1938367	3835498	331	17	3
623423	3403607	463	41	249
1710654	4395685	616	35	157
2560113	76841	141	9	1
896937	2335027	39	17	213
4165152	1659278	11	3	1
180173	3112519	478	17	28
415244	2051115	93	6	7
4361971	516411	27	6	85
3603670	2937897	135	39	10
374751	2413957	328	66	75
2702681	375788	2373	287	13
1987430	688726	178	57	121
3906263	3707448	130	48	196
3337583	2750413	3240	126	32
2174130	489178	1368	86	45
2962391	331753	241	2532	372
2085288	2063726	260	47	61
2647251	3126254	387	40	11
4848784	2137978	139	12	1
3359949	1094734	38	135	223
716846	807754	241	169	28
3743002	3604981	18	1	2
4277687	3767456	29	4	259
907382	3023881	29	25	1035
951471	1473869	72	33	3
1347810	1951124	29	1	1
2318737	634868	738	260	23
1528601	2782089	217	6	27
3506616	137570	65	14	74
93538	2866257	803	427	26
4822151	3235231	49	4	3
3801898	3768499	13	7	29
2278388	2408360	109	52	2
1162927	861595	695	14	8
3005081	521586	99	27	782
3337278	330148	57	11	15
4529202	376521	118	34	504
117468	387227	5	5	8
3756132	3321028	808	111	35
2615685	1178312	202	54	1213
2618430	2924690	397	22	180
3842948	1348675	139	78	4
4492038	4451209	62	31	8
1407397	1732203	397	161	35
2960322	232728	2647	193	38
2299939	192023	107	463	45
1417054	4842077	509	31	2
1995965	2777702	200	86	147
3536369	1398930	1034	107	2
3812277	4517495	163	12	18
3534612	789228	244	26	25
3613952	2582360	88	35	59
3896019	4312220	161	95	2
1431048	4520634	396	88	9
958774	2661407	122	23	254
978235	2447019	584	20	88
1753063	97486	654	73	25
4713932	2261131	338	9	4
823361	1556337	388	190	1177
1460125	1197575	42	4	19
4798480	2547621	503	21	8
2776135	4575690	24	7	88
2045940	1580988	270	9	2821
1804173	2685881	22	7	10
4592021	3043598	1376	299	719
1997959	3661376	179	26	153
2527990	1796236	269	53	2
992233	4372962	453	57	53
817523	2189118	268	46	10
4547692	1403798	227	24	1
4267183	3201437	40	45	208
1453802	3744295	259	239	12
1672938	1753217	759	83	296
2025936	1941231	1	3	2
2401164	1434773	160	160	78
3060653	420383	42	29	113
4282184	1334346	4	14	6
360130	644734	942	38	4
1351352	2222966	3	1	44
4865126	1057633	77	5	82
4573933	1863043	77	26	98
1328761	1081127	223	13	43
3551006	3521531	311	31	182
643159	2123915	104	9	25
463927	4790711	38	12	1
122705	1544355	57	8	14
4922	3131543	5946	200	26
4723328	1191427	2273	249	323
1737397	3645402	363	378	153
4658764	765601	380	223	1485
2774056	4181193	98	8	2
3411223	4027460	20	19	2951
2281658	3063072	943	38	1
3450448	2808650	1892	81	548
1795537	3752160	277	40	1327
4744676	49491	222	9	39
1180558	4097958	216	7	1
4631961	1233431	214	42	456
4626540	1330761	162	19	16
1472092	3299799	155	25	12
1095469	2372798	10	3	12
493829	2743766	1416	253	3
4407691	1366981	9	234	13
2291145	1363266	3037	221	11
2276431	1841701	102	59	1
4579216	3515927	24	5	100
180517	3335616	4246	118	47
3063248	4749415	22	2	36
2481372	3271732	2149	49	2
1588330	1678964	10280	694	107
2845215	1232770	298	49	179
3111063	3580223	266	130	16
4812120	3215842	70	33	22
4360442	4079715	1235	66	105
2492534	2344789	11	2	17
142231	3824253	76	29	106
4642913	240791	1183	182	63
3051848	261594	34	285	150
4741460	2431777	233	2	46
1034643	752551	293	198	460
3981429	3645207	1911	208	4
1170128	1056523	92	2	6
502082	2595459	16429	589	2
3618317	1796194	55	16	314
535091	4349867	15	14	357
2215079	1521114	91	15	749
2503649	157789	113	10	77
225052	1436562	36	17	694
188027	39575	112	33	147
2863416	2516127	207	14	3
2111539	565730	79	52	365
2432129	4827926	129	116	26
2124375	1488218	8	2	6
2268611	1459387	484	66	29
3277610	984093	387	82	28
4196969	2224332	260	22	8
3045349	708199	414	102	24
2349881	746902	27	1	1
465288	2335027	5	9	213
493104	1801927	1608	33	19
2310626	3689903	491	422	1
750901	3226093	1960	161	38
4836847	611426	11	11	236
198215	2585523	34	7	1
193736	1382490	767	274	106
2339921	3863474	187	92	437
1161799	2623062	345	92	247
1350925	4272000	110	9	1
3945501	3391481	3	11	9
2875599	697993	12	4	5
4519578	3032989	316	70	1
962094	384562	230	42	13
2533670	1235658	257	12	25
4356823	1440763	727	49	26
3871681	2526356	71	5	97
1490190	3861898	2	15	1
1485108	3213457	1163	121	14
3998074	1980375	386	155	54
2856484	819494	202	48	1
835648	1588330	68	117	694
2159151	3037108	199	97	53
3539414	3242349	129	36	93
2627672	1397443	72	3	29
2094276	720204	2234	260	240
4391885	4349329	82	25	12
4567685	3721092	8	38	19
1382833	2467591	442	99	4
2000588	1376503	1	1	42
4788521	244302	56	32	30
976289	1359085	51	71	71
2090068	4762204	14	29	2239
1532667	2393083	133	21	23
3371092	3118623	20	5	46
1735116	4025752	16146	503	104
4736793	1730414	77	13	15
3375887	1217907	2874	119	5
4370378	3798739	1075	243	41
2633279	1869014	35	39	59
461343	3500435	616	40	254
1616492	3804589	5893	310	6
1737349	3876237	87	17	1
2960322	4410391	2647	193	162
130589	175608	106	7	62
517244	3138772	126	10	18
1265494	4853249	30	5	43
2548504	4187609	2001	139	171
2343944	3781707	108	24	23
2212117	4312066	6252	43	3
4224077	2794818	1	4	17
3746611	4696771	1951	69	15
3481236	1629116	29	12	68
2952826	1496955	1299	92	22
351521	3346203	33	7	37
2995131	3354022	32	222	16
661185	2281580	206	250	309
3210032	3596594	37	96	210
560204	3099500	25	4	1
4215761	1827720	77	12	2
1633022	30554	23531	246	1
3887503	1945119	320	69	7
1228727	4762830	18	343	1043
4785262	2962587	47	9	30
808752	251770	1	7	89
4162724	3037183	160	65	75
349378	3931776	583	72	11
1914212	4284164	574	133	206
1091480	375846	481	244	6
679547	866800	107	8	11
1946801	2355109	142	20	158
4187405	1358083	43	14	18
3609682	776089	34	46	361
3873768	126820	35426	449	230
748701	2796686	279	152	75
1848480	270348	18	33	44
3160057	4162987	187	2358	8
206594	557514	1	1	85
4218823	115356	584	507	109
2001244	388671	2115	38	27
802353	4413199	53	34	206
1493930	641280	42	6	33
161585	4536073	179	63	68
22157	29441	8	3	1
1627800	4434827	3	3035	31
2335027	3886121	89	213	220
2197375	998898	1498	441	396
3022422	3681491	50	13	52
434920	809016	60	8	6
1294785	2864531	1	52	71
3447839	556195	31	8	31
1250021	3993325	85916	4637	17
82918	358544	3786	88	44
2180303	4756978	501	71	113
3484130	4072323	156	8	144
3937455	4406307	177	41	24
759433	635435	70	30	199
4652451	653235	882	130	212
3998909	779436	33	21	18
2334654	4474990	172	17	63
2532325	4835549	358	27	17
165858	2799948	1963	177	42
2229640	3386134	113	23	1
2359118	3318501	822	104	39
2668689	4361955	146	6	122
4256729	1813118	267	23	64
2631627	2321216	3743	183	376
1196980	4569352	538	17	2
939655	3729435	29	6	1
1696130	4543744	83	17	209
2303337	3612884	31	5	10
3383201	2580053	117	37	1
2989453	1719625	74	99	49
4640946	3246724	72	21	194
1677231	4224425	572	97	12
1930625	1493034	32	4	218
333786	2680108	982	18	40
807776	3638272	94	3	2022
2276175	1040979	4861	262	100
4589586	4055858	1	187	260
4773965	1847533	357	22	6
2851163	1158771	131	481	53
2893912	3203754	123	235	5
2083361	3639171	219	114	16
1755272	2183328	28	17	48
671633	4597435	597	130	19
4364522	749536	208	22	85
2975576	259232	12	1	37
4035838	3737528	2624	304	8
3483238	3266897	299	170	346
841308	1800520	3967	102	95
3752172	853222	290	115	25
3629005	1578799	492	99	33
577207	4736470	40	17	106
1499792	4185658	59	15	142
1700011	181238	501	48	117
3141932	675769	838	28	14
3719535	25593	340	32	1914
1261595	2639613	560	37	1
3866387	2031902	697	54	1
2030365	4807606	1124	171	94
3294020	1632703	73	65	3
1838158	2842882	1634	180	823
4836847	3541155	11	11	227
1870461	657842	560	168	61
1516874	3274987	347	95	5
522212	3102367	70	13	11
4210051	2023770	99	8	124
1399174	2899981	912	27	14
454446	2785254	624	103	64
3510354	2075015	1842	112	2664
2956957	3876939	655	79	301
4207089	1449462	1312	53	4
2992123	4318948	56	173	156
848275	1815188	1423	76	148
2289711	3079233	190	149	8
1020974	1516853	1	2	426
1899498	4495203	55	3	14
1262086	354867	10	21	54
4345699	4497687	110	14	34
1823247	3496053	357	73	5
2134568	244929	355	292	35
3698287	1809926	242	22	2452
4202634	4351686	737	12	7
4780428	956654	2777	94	105
2629082	4097061	133	59	948
3310408	3690279	51	3	1
446540	3805025	41	45	109
4062158	1199298	116	43	894
619144	185943	834	252	620
2562926	3539185	183	16	1145
1891127	4330022	863	113	566
1344909	4531419	79	17	19
3766535	3351601	97	131	3
1865154	4598023	3	16	84
1067090	1462670	2	2	2
2625321	524113	10	3	1
3786655	812850	63	6	9
3103500	2225301	829	17	1
3557004	1809926	40	12	2452
1201348	2197375	487	194	441
4104749	2137901	851	57	69
4479899	1595677	33	10	10
2437433	2299939	136	170	463
2004394	4667182	148	82	96
1876858	1580988	9	2	2821
203218	1006924	24	3	158
2738484	4550121	115	92	6
2664103	1708740	16	3	2
4605245	2816394	78	16	14
1094103	4831690	6	1	54
3642631	2695210	427	47	14
652373	3227850	180	17	191
2566758	2986054	96	162	3
4080512	3643125	5	53	71
2052930	2011982	8479	407	42
1030407	3575966	4	1	221
1736355	312136	239	7	124
2381592	613659	360	47	6
3816962	91698	1665	160	44
1656357	2678880	25	1	1
4085881	1736853	47	15	23
4599733	3702208	1	3	468
2868420	515167	73	2	1
2254950	262001	31	4	1
4656679	3881124	1326	98	81
1992385	620849	399	186	18
3455396	97885	56	10	142
4672710	1596725	170	8	29
4365143	338174	75	2	7
2374176	633054	327	272	12
2250016	363962	26	37	8
1973082	1785753	18915	1036	6
3400922	1492405	139	89	38
2790006	4783582	14747	367	58
3219524	3730629	1128	554	2
4488963	1875785	1762	362	36
2285054	1623497	75	13	1
4664934	3123639	474	197	538
3705289	2194680	155	2	169
2968963	3155492	115	137	313
4598023	3710463	400	84	113
2924025	3402731	21	1	3654
382493	4232991	236	105	5
712729	3921990	195	28	552
3011411	551034	14	260	1
3106242	381025	1	1	33
3786809	2044039	55	4	1
2991516	4651969	153	43	10
3316576	2433108	7971	669	4
1312619	1700970	55	27	1
4398589	2953079	30	10	3
2411072	645808	83	30	68
3980547	2248284	405	29	209
1769172	1563315	32	11	23
3208244	2917539	1962	72	62
3660528	4731849	243	70	455
3343569	473578	193	58	1
1759782	2491247	862	173	1
4379972	3335128	375	5	127
2580348	4416053	1662	164	1
3967002	2514151	299	69	16
1095469	1115812	10	3	8
3335809	1427934	37	139	6
646475	2256562	3552	210	188
3224596	4135599	32	3	1648
3198370	2702615	150	89	87
1943794	2018881	191	224	1284
2601211	567623	374	54	4
1551106	348913	21	8	32
878594	3827180	133	16	14
3169539	1803999	452	58	20
591667	2402144	94	11	9
437874	1489603	184	10	18
4772560	3575169	126	26	317
2501916	3210032	37	29	96
2961383	3002200	73	13	637
2572875	3268608	447	20	9
3384287	3936154	506	17	7
1829969	1751669	216	51	860
4048648	4685584	75	2	1
426632	925060	162	16	38
2354581	97253	319	72	25
2018444	3320001	98	42	19
4374084	215813	284	185	127
3208841	1025098	57	8	1141
127069	893210	69	26	1
4057755	283907	95	53	401
3495660	1163008	136	32	1
501914	2450068	5217	217	28
4696176	2784601	201	521	16
2078514	3637156	52	8	11
2386141	3885859	794	48	2
2641746	4785837	1	5	36
4798284	2437771	333	59	1
672193	66839	352	11	34
2603139	879746	847	86	8
1952321	3215439	23	195	164
3115768	3264222	35	1	11
1989563	4736785	106	18	2
205263	4459876	51	35	44
1762768	1579373	3478	451	9
2644795	3616561	103	35	116
1798395	1499830	38	3	2
716140	955841	39	16	52
4744679	3996007	3462	247	6
505562	2465943	350	23	12
2015027	327999	135	29	3
4078755	631332	833	239	85
1857555	3305454	25	4	1
4856467	569452	845	75	25
2225409	4517793	216	145	152
463927	3940776	38	12	189
2989372	232567	684	88	2
560356	2899551	393	63	25
3942994	4807297	2039	138	74
2021447	3517633	202	40	13
4359964	3706159	281	104	155
3596662	1345813	133	10	39
1258728	3607884	78	55	48
4495990	3432288	4	225	222
4610766	2174614	200	693	161
2152585	850017	78	45	1349
4722228	1945987	25	24	83
2086491	4103612	64	37	932
3041101	1449327	11	7	1
4061237	2637914	45	8	9
4618657	4062551	53	6	55
545058	3396499	155	71	125
3884904	3741033	1946	61	6
4084550	963773	721	65	78
2449141	657998	309	18	1
1716920	364805	340	24	21
391559	3433508	59	6	117
3031945	2909366	109	323	121
153871	2266006	3892	333	105
2009615	3134056	7	51	188
598928	286590	1978	99	20
4297931	2600547	30	2	1
4085773	2085241	25	11	13
168660	1872505	49	11	1
3321628	4184016	1979	90	1
3580918	3402731	17	45	3654
1518991	1437397	139	13	7
360598	843005	1946	68	22
2259030	421812	122	15	12
4097525	2622369	24	10	59
4431673	929713	43	14	33
3407150	4018996	663	41	46
2854973	1551038	57	10	83
411170	2906361	893	57	1
859585	3761102	881	33	279
5848	1178998	99	33	41
1983399	2762372	2027	510	818
3943758	3988511	221	26	7
1843893	900798	351	32	2
4760625	783622	284	77	3
470334	3303599	19	18	18
931600	3384747	18	39	1
105789	2634782	30	4	3
785021	4739818	22	8	7
2841440	2341299	25	14	16
1337914	4863226	1526	225	11
3243032	979316	699	102	867
272941	2284436	69	22	76
2245586	3569829	26	6	8
3502031	4629569	31	11	152
2356920	2185265	136	28	129
929713	4006269	82	33	1
2119964	1402866	43	17	35
3021639	3724757	1475	81	21
134178	1618952	106	3	637
1034778	896582	179	60	1
4195490	3168555	1105	47	66
3993412	3739755	306	198	1
3459024	704779	8	2	1
1706762	1257067	631	87	6
1657586	3127274	64	17	1
2528239	2412879	1630	196	19
694259	3726219	72	12	13
166334	4538003	99	16	1
3025128	1789921	279	45	25
3506871	3807222	320	43	3
3269110	3238593	30	10	13
268878	3471598	261	36	41
4107206	106175	233	36	10
1236781	4577757	14	4	5
3505283	713325	13	573	31
1909915	4241043	24	2	117
1998353	4497692	340	41	8
2756498	4696815	280	89	47
1599234	3525229	130	56	189
1292661	249317	889	57	5
548444	648313	244	19	75
1221958	310301	1736	51	70
3888782	1147896	86	7	28
2389799	4508050	135	59	5
2537275	2000752	11	28	1592
3983387	3410757	155	43	20
873429	3222995	74	23	44
1168405	2961176	252	18	55
2654891	1978165	104	17	1
861181	1695812	166	45	34
1891534	1595863	46	86	99
209989	630220	408	71	594
1413651	137980	1666	34	52
3803727	2192980	67	33	93
4020327	3969214	196	86	1
2594975	4011436	89	12	51
2604190	4816345	1011	129	9
2184341	826915	5	156	52
2777083	2236569	95	28	21
1324626	1769409	234	7	30
3711228	4845185	463	106	261
2517313	2710040	291	60	1130
4075641	1115504	25	103	7
2948424	3886121	13	11	220
1075323	1189403	168	21	117
4241838	2745518	1983	45	30
4788476	3002200	187	21	637
4417102	2473441	356	32	11
607773	1123367	81	9	387
1973082	467410	18915	1036	3
284505	1594907	30	14	301
4104970	3791494	191	13	161
4598624	15724	2264	118	78
992662	191	47	698	52
2506164	1942087	135	33	149
185799	2984288	149	90	60
2176779	618620	266	246	60
1573809	2635670	77	45	1605
3036965	440185	17	2	1
1797524	3903494	119	23	26
1142005	217094	358	42	14
2320372	1589339	13	7	12
3726815	2307741	11	22	1
77213	1921583	1656	214	21
1567187	117117	6	13	3
4010957	2107914	606	43	12
4111807	3302325	216	57	53
472438	4567584	227	42	1
4621719	3319863	4102	306	17
3298870	3708880	204	17	7
3640261	1106157	399	119	33
2892504	4217271	2	8	19
2774733	3095096	12	3	10
2567016	921583	400	10	38
347468	3241251	15	2	2002
4455528	4467382	64	3	2
4361981	3548195	5	1	1
2543060	2837338	64	10	2
3804962	2912150	38	6	16
4241838	504676	1983	45	921
4768755	1086134	1579	259	12
2376245	277125	1	149	46
2147505	2932216	128	45	49
4666996	1578765	785	62	2
1319584	2427539	1989	62	1
3274146	3886121	6	5	220
229688	3646313	104	14	148
494210	1604981	1024	26	7
3770661	4008968	248	106	63
4728394	583743	60	4	1
4325080	4069156	1	9	56
457326	1528204	30	68	75
1057323	2428341	1153	291	826
3698687	1610115	605	72	12
1683313	2947840	223	267	136
3948093	3692655	71	9	2
3991124	2753499	212	82	205
573325	1389617	2664	266	482
2199406	2036687	209	25	165
4820772	847029	191	48	174
4313335	2267963	6	768	10
4609928	3199279	169	56	151
3824253	3273011	297	106	2
1193209	3307906	309	20	53
402494	3840728	583	28	1
2557901	2371780	23	31	167
2009779	2749128	1226	102	16
2359573	644190	76	54	2
3768176	53578	1980	167	4
4707515	3324340	127	38	56
289767	1013754	323	43	385
1394989	739984	78	74	12
2802004	4174757	104	143	42
3603717	3294915	39	42	538
3518693	995837	262	67	2
3086267	1803990	85	6	92
3080930	4638104	27	13	21
154144	1613144	12	120	9
1441303	4186654	491	30	24
2798710	4372519	534	14	59
4552026	4594361	126	146	103
2898921	1543292	48	5	6
59904	2488038	21	5	136
1655093	2775640	88	545	5
1914964	3844852	200	33	59
2375269	1466231	2509	384	408
3406568	4246814	530	23	2
161276	2468863	6549	146	12
2784786	2307636	295	27	34
493871	2990868	54	6	133
4592066	4108715	75	24	632
850536	2512192	98	86	37
1171664	1435221	422	26	5
2348561	3496038	188	21	215
1319584	1204615	1989	62	69
3864832	1492177	55	4	1
2526100	3810425	1167	26	122
4745606	1773579	196	35	3
6618	597199	68853	892	1
2997653	1254511	117	28	17
3262975	2466912	568	39	4
3262492	963245	387	113	207
3808473	980951	60	13	12
4295271	761419	258	35	22
1074569	3449018	68	12	2
1198476	1081982	72	15	33
2792447	1047192	250	46	90
4831992	3043	28	6	209
1345079	4268239	294	62	1117
207864	4212830	3646	252	11
2795148	1027143	23	3	1
4214036	3361377	45	3	4841
4143940	913973	418	49	2
4307962	1688878	425	18	185
2673351	4103612	227	429	932
2772256	2239597	4404	82	9
1092806	1470441	215	53	25
3703542	3054594	284	54	348
3695277	4524965	171	15	3
4426933	3687373	68	11	130
1585440	1611523	240	59	2
1887669	3743287	23146	733	226
567581	1317811	51	13	2
3809766	1467357	76	11	103
4173425	3208591	32	16	5
2222049	3069582	272	68	235
606679	771381	389	96	8
1160499	1765303	816	186	76
3629607	590556	20	1	2
98458	2015027	7	3	29
2446041	1673225	89	59	475
4576614	2761048	61	3	20
1489613	409679	138	80	1
2680581	347601	724	88	14
1215856	3029774	181	10	13
2771456	3664010	229	27	30
4507127	1944162	1288	47	16
3757658	2499296	101	9	5
436328	2900650	94	23	7
922879	3984338	1546	143	3
1402850	3512736	47	7	34
1965013	4135599	24	39	1648
4365300	2529661	664	170	493
3169031	420384	3887	74	4
142443	277046	46	19	62
4516838	3201381	11	135	250
1114780	49935	86	6	296
3897604	3320234	120	6	285
375294	1614841	385	43	207
1590090	3460165	91	3	1
3127699	1206406	332	92	120
836211	1337544	280	37	728
2182615	723300	483	128	226
1012835	3342881	23	126	26
3238058	1309143	126	38	4
1645456	1218645	66	11	3
1784246	3756880	91	45	23
4207203	4087203	119	82	6
3117581	2381380	838	64	9
852989	3589007	1	4	1
863215	2370194	1158	199	30
2555360	4154477	31	5	19
1281193	777451	56	51	87
3480239	3676150	292	9	125
4484920	2844772	73	590	161
3773737	2205519	2435	108	137
2208610	1086640	109	186	38
3858334	2874282	1342	129	98
2996703	146470	350	56	2
653043	3483305	16	48	860
1329927	1554124	452	67	247
2882060	933663	1992	163	2
298564	3649811	6261	662	99
662124	856930	538	96	1
883816	2807989	297	71	18
3700628	1518013	12	6	65
3235341	4406542	74	11	11
1668102	668677	69	13	25
1112208	3969082	551	51	10
3795219	1726547	22	82	19
1480277	1629019	104	29	351
955464	1723904	146	26	66
4535123	2164895	130	10	8
3467202	2299939	99	7	463
