Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings
2778431	3296429	3	8	14	0	0	0.0	1.75	0	0
4662290	2009381	204	8	8	0	0	0.0	1.0	1	0
2885447	1403586	928	76	119	0	78	0.08405172413793104	1.5657894736842106	25	13
1698941	3376771	3	52	58	0	2	0.6666666666666666	1.1153846153846154	1	10
4737700	1354092	74	15	1	0	0	0.0	0.06666666666666667	1	0
4330022	3642500	112	566	206	0	13	0.11607142857142858	0.36395759717314485	3	17
1809546	2822865	155	40	316	0	19	0.12258064516129032	7.9	9	12
117040	3241201	504	87	3	0	0	0.0	0.034482758620689655	1	0
4560038	928007	499	38	12	0	0	0.0	0.3157894736842105	2	0
4241523	2008774	1727	71	278	0	0	0.0	3.915492957746479	40	0
2120470	3998060	559	67	234	0	13	0.023255813953488372	3.4925373134328357	6	5
4651400	2517243	66	562	8	0	3	0.045454545454545456	0.014234875444839857	1	1
3015056	588533	41	2	84	0	1	0.024390243902439025	42.0	1	0
1027543	1761151	88	16	260	0	2	0.022727272727272728	16.25	1	0
401683	3172985	119	2	2	0	0	0.0	1.0	1	0
2760277	2007528	290	508	171	0	30	0.10344827586206896	0.33661417322834647	12	57
3109326	420937	25	126	5	0	0	0.0	0.03968253968253968	1	0
3972723	2255337	7	3	100	0	0	0.0	33.333333333333336	1	0
3050644	3719932	161	28	2	0	0	0.0	0.07142857142857142	1	0
561541	1372673	728	192	18	0	0	0.0	0.09375	2	0
4204292	3045983	158	24	46	0	0	0.0	1.9166666666666667	1	0
2444589	2846852	93	10	3	0	0	0.0	0.3	1	0
3257101	622483	14	5	2	0	0	0.0	0.4	1	0
2866272	4669998	95	38	5	0	0	0.0	0.13157894736842105	1	0
1979673	2254748	445	257	12	0	0	0.0	0.04669260700389105	1	0
2915618	2641958	28	4	464	0	1	0.03571428571428571	116.0	2	0
4492648	3735431	15	1	2	0	0	0.0	2.0	1	0
4120407	1125206	43	7	25	0	0	0.0	3.5714285714285716	1	0
2674951	395457	1	2	4	0	0	0.0	2.0	1	0
1236249	2647554	28	202	318	0	3	0.10714285714285714	1.5742574257425743	0	4
3327149	888590	8	6	95	0	2	0.25	15.833333333333334	2	3
961270	1473918	59	54	13	0	0	0.0	0.24074074074074073	2	0
3187034	967738	93	28	242	0	3	0.03225806451612903	8.642857142857142	2	0
1131491	1075497	176	29	30	0	0	0.0	1.0344827586206897	1	0
3859368	3095518	133	186	49	0	0	0.0	0.26344086021505375	1	0
4152494	2067382	138	568	1	0	0	0.0	0.0017605633802816902	1	0
3628305	1985494	248	61	3	0	0	0.0	0.04918032786885246	1	0
1953988	1934663	203	51	40	0	0	0.0	0.7843137254901961	1	0
3686596	2283376	25	54	248	0	0	0.0	4.592592592592593	5	0
1603619	1156329	892	95	2	0	0	0.0	0.021052631578947368	1	0
3809893	4683866	21	34	2	0	6	0.2857142857142857	0.058823529411764705	1	5
4782183	317776	1	1	4	0	0	0.0	4.0	1	0
4850587	4271519	74	6	5	0	0	0.0	0.8333333333333334	1	0
173493	1205168	1959	46	662	0	146	0.07452782031648801	14.391304347826088	28	19
287952	1922682	141	7	2	0	0	0.0	0.2857142857142857	1	0
1169100	4855480	117	141	2921	0	1	0.008547008547008548	20.71631205673759	3	0
1818815	64321	65	14	263	0	4	0.06153846153846154	18.785714285714285	2	3
3984671	4340202	263	57	81	0	0	0.0	1.4210526315789473	5	0
3039338	3402731	420	165	3654	0	0	0.0	22.145454545454545	44	0
1863073	795328	2	13	43	0	1	0.5	3.3076923076923075	1	2
2208689	1992385	4017	298	186	0	18	0.004480955937266617	0.6241610738255033	21	6
1675400	2259194	140	508	4	0	0	0.0	0.007874015748031496	2	0
1809334	2767849	251	34	381	0	78	0.3107569721115538	11.205882352941176	48	16
4843705	3381675	7	14	40	0	0	0.0	2.857142857142857	0	0
1157186	1157186	15	39	39	0	15	1.0	1.0	12	12
3583882	984298	59	17	48	0	0	0.0	2.823529411764706	1	0
1915138	2561588	16	7	26	0	0	0.0	3.7142857142857144	1	0
3277010	126830	139	22	5	0	0	0.0	0.22727272727272727	0	0
4310430	3084069	15	20	20	0	0	0.0	1.0	1	0
3264812	777655	4	29	41	0	0	0.0	1.4137931034482758	1	0
561439	3642500	24	126	206	0	1	0.041666666666666664	1.6349206349206349	0	0
890057	3125631	24	2	7	0	0	0.0	3.5	1	0
375294	399529	385	43	98	0	0	0.0	2.2790697674418605	20	0
1182973	390456	111	26	2	0	0	0.0	0.07692307692307693	0	0
518297	1188411	74	255	781	0	5	0.06756756756756757	3.062745098039216	9	6
4125838	1512231	1602	344	51	0	0	0.0	0.14825581395348839	8	0
966267	790920	637	39	1	0	0	0.0	0.02564102564102564	1	0
1125391	446871	38	9	107	0	0	0.0	11.88888888888889	3	0
3410500	169487	2172	131	261	0	0	0.0	1.9923664122137406	22	0
2740195	3658118	153	6	3	0	0	0.0	0.5	1	0
1001091	173333	126	34	19	0	0	0.0	0.5588235294117647	0	0
778387	393653	9	14	28	0	0	0.0	2.0	1	0
886382	166231	243	131	2	0	0	0.0	0.015267175572519083	1	0
2396535	1995234	26	48	117	0	0	0.0	2.4375	4	0
1523725	3149520	580	205	52	0	0	0.0	0.25365853658536586	9	0
3315646	591176	89	6	711	0	1	0.011235955056179775	118.5	1	0
3586727	4585283	94	15	99	0	0	0.0	6.6	0	0
721058	1724731	56	38	131	0	0	0.0	3.4473684210526314	2	0
3925270	2358644	78	96	182	0	0	0.0	1.8958333333333333	1	0
1001390	1716795	196	13	29	0	1	0.00510204081632653	2.230769230769231	1	0
3922480	4337881	154	21	26	0	0	0.0	1.2380952380952381	0	0
1526194	4848011	53	12	82	0	0	0.0	6.833333333333333	1	0
929698	3061510	14	67	29	0	0	0.0	0.43283582089552236	3	0
1461955	933859	3	1	206	0	0	0.0	206.0	0	0
3841835	347599	81	18	199	0	0	0.0	11.055555555555555	2	0
2811561	1373197	182	63	810	0	0	0.0	12.857142857142858	0	0
3971661	4203775	529	148	84	0	19	0.035916824196597356	0.5675675675675675	9	7
495338	140165	25	4	64	0	7	0.28	16.0	8	1
400923	393609	157	94	48	0	0	0.0	0.5106382978723404	9	0
3358357	704581	83	49	1	0	0	0.0	0.02040816326530612	1	0
3123583	4556520	140	67	105	0	0	0.0	1.5671641791044777	1	0
3306919	1788177	216	28	32	0	0	0.0	1.1428571428571428	3	0
1030407	545610	4	1	5	0	1	0.25	5.0	1	1
3376771	565730	126	58	365	0	3	0.023809523809523808	6.293103448275862	6	2
3214254	434016	117	12	73	0	9	0.07692307692307693	6.083333333333333	2	0
192023	192023	53	45	45	0	53	1.0	1.0	26	26
2770705	222226	26	1	95	0	4	0.15384615384615385	95.0	2	0
2890758	2684897	159	76	9	0	0	0.0	0.11842105263157894	1	0
417999	3245484	2109	173	41	0	0	0.0	0.23699421965317918	3	0
4375282	2126924	83	20	9	0	0	0.0	0.45	1	0
4481730	973624	130	496	131	0	17	0.13076923076923078	0.26411290322580644	5	38
441999	231478	16	62	19	0	0	0.0	0.3064516129032258	1	0
3896090	4780076	33	12	7	0	0	0.0	0.5833333333333334	1	0
2172290	3422093	217	41	201	0	9	0.041474654377880185	4.902439024390244	3	5
133392	4652666	19	413	115	0	0	0.0	0.2784503631961259	1	0
3297919	4843487	17	6	221	0	2	0.11764705882352941	36.833333333333336	1	0
1870637	151469	42	9	31	0	0	0.0	3.4444444444444446	0	0
2829385	30908	334	93	3	0	0	0.0	0.03225806451612903	0	0
2595875	1819341	1033	204	16	0	0	0.0	0.0784313725490196	7	0
4836847	3148680	11	11	16	0	2	0.18181818181818182	1.4545454545454546	1	1
1294257	4565448	161	64	2	0	0	0.0	0.03125	1	0
3587014	4094687	1983	215	50	0	0	0.0	0.23255813953488372	7	0
1698389	2225278	77	32	2	0	0	0.0	0.0625	0	0
1829471	3201032	272	37	28	0	0	0.0	0.7567567567567568	1	0
1428055	3927548	253	56	65	0	0	0.0	1.1607142857142858	4	0
4261054	2831578	380	80	51	0	0	0.0	0.6375	2	0
1376458	4567344	19	6	2	0	7	0.3684210526315789	0.3333333333333333	2	2
82749	2718230	47	17	417	0	4	0.0851063829787234	24.529411764705884	1	1
1970528	296476	276	134	112	0	30	0.10869565217391304	0.835820895522388	3	3
1986786	3668236	153	30	16	0	0	0.0	0.5333333333333333	1	0
2044425	889433	41	7	170	0	0	0.0	24.285714285714285	0	0
3913262	917508	72	30	40	0	0	0.0	1.3333333333333333	1	0
2783689	994705	48	45	23	0	0	0.0	0.5111111111111111	6	0
3759853	613591	16331	451	57	0	0	0.0	0.12638580931263857	16	0
4182795	731165	291	83	20	0	0	0.0	0.24096385542168675	3	0
2902190	1912222	226	73	40	0	0	0.0	0.547945205479452	2	0
437824	3690171	122	11	410	0	6	0.04918032786885246	37.27272727272727	4	0
2788596	46725	20	5	10	0	0	0.0	2.0	1	0
1931826	3890931	160	25	3	0	0	0.0	0.12	0	0
3468693	2259023	109	30	56	0	0	0.0	1.8666666666666667	1	0
2430991	2810122	34	11	37	0	6	0.17647058823529413	3.3636363636363638	8	3
408436	2343606	95	39	26	0	0	0.0	0.6666666666666666	0	0
4097734	880393	92	389	26	0	0	0.0	0.06683804627249357	1	0
2291359	365435	34	20	35	0	1	0.029411764705882353	1.75	1	0
2525373	2995716	122	63	25	0	2	0.01639344262295082	0.3968253968253968	1	0
3969921	2950780	193	104	98	0	0	0.0	0.9423076923076923	1	0
2042595	4196604	269	38	288	0	3	0.011152416356877323	7.578947368421052	2	0
2120963	911888	1318	136	17	0	0	0.0	0.125	0	0
499414	1349564	3543	316	19	0	0	0.0	0.060126582278481014	7	0
1971124	2936144	332	30	15	0	0	0.0	0.5	1	0
2120066	187384	41	2	8	0	0	0.0	4.0	1	0
112145	4434827	214	14	31	0	0	0.0	2.2142857142857144	2	0
135231	3538670	23	8	54	0	1	0.043478260869565216	6.75	1	0
1967803	3421404	59	23	1	0	0	0.0	0.043478260869565216	1	0
3935305	3026372	5	4	1215	0	0	0.0	303.75	1	0
1075043	4080504	139	17	19	0	0	0.0	1.1176470588235294	0	0
3178891	1962775	104	10	92	0	0	0.0	9.2	3	0
850261	1754593	83	24	2	0	0	0.0	0.08333333333333333	1	0
1073091	616983	66	31	512	0	0	0.0	16.516129032258064	2	0
4198459	1484264	81	47	20	0	0	0.0	0.425531914893617	2	0
3578256	609802	171	102	4	0	0	0.0	0.0392156862745098	1	0
1988347	2812015	3660	205	110	0	16	0.004371584699453552	0.5365853658536586	22	6
3486920	2537482	73	24	249	0	0	0.0	10.375	1	0
1567215	3692194	9	16	14	0	0	0.0	0.875	0	0
4166606	3571937	553	138	80	0	0	0.0	0.5797101449275363	11	0
4107537	874927	103	24	32	0	0	0.0	1.3333333333333333	1	0
2268005	579196	307	365	262	0	3	0.009771986970684038	0.7178082191780822	7	2
4215443	3675668	196	61	317	0	11	0.05612244897959184	5.19672131147541	14	11
2608597	4716689	50	15	93	0	14	0.28	6.2	5	3
1726071	2616255	147	313	3	0	0	0.0	0.009584664536741214	1	0
3618317	4657888	55	16	1789	0	0	0.0	111.8125	4	0
1835371	1319809	44	3	485	0	4	0.09090909090909091	161.66666666666666	3	0
647971	3478073	564	61	21	0	0	0.0	0.3442622950819672	2	0
815399	462205	56	2	788	0	9	0.16071428571428573	394.0	8	0
1721804	276153	125	8	1	0	0	0.0	0.125	1	0
3226949	147067	16	1	3	0	0	0.0	3.0	1	0
4864079	3097027	218	78	8	0	0	0.0	0.10256410256410256	3	0
735870	670138	342	120	17	0	0	0.0	0.14166666666666666	4	0
176723	605626	140	49	45	0	0	0.0	0.9183673469387755	4	0
859513	1230262	50	4	5	0	0	0.0	1.25	1	0
267486	3095501	84	4	3	0	0	0.0	0.75	1	0
4097317	3202671	62	25	14	0	0	0.0	0.56	0	0
2125993	4589369	109	7	209	0	0	0.0	29.857142857142858	1	0
4751376	1869405	86	16	204	0	2	0.023255813953488372	12.75	6	1
1912105	80080	421	79	251	0	11	0.026128266033254157	3.1772151898734178	11	6
4293631	185715	236	94	6	0	0	0.0	0.06382978723404255	3	0
3384159	2542686	6659	415	23	0	0	0.0	0.05542168674698795	4	0
2955788	3382359	85	64	29	0	0	0.0	0.453125	0	0
2387118	3604320	57	85	5	0	0	0.0	0.058823529411764705	0	0
2202419	1961923	99	21	17	0	0	0.0	0.8095238095238095	2	0
3380190	1389880	159	52	58	0	28	0.1761006289308176	1.1153846153846154	27	25
370177	3824547	203	110	1075	0	10	0.04926108374384237	9.772727272727273	9	11
772519	2426186	20	8	23	0	0	0.0	2.875	1	0
4704042	1410472	81	5	41	0	0	0.0	8.2	1	0
312363	2818044	138	71	14	0	0	0.0	0.19718309859154928	1	0
141083	960860	21	50	117	0	0	0.0	2.34	3	0
1631111	1625907	6	10	79	0	0	0.0	7.9	0	0
3381701	379486	58	15	16	0	0	0.0	1.0666666666666667	2	0
1402781	4782074	132	33	920	0	9	0.06818181818181818	27.87878787878788	14	3
3134736	1019293	1118	1413	51	0	0	0.0	0.036093418259023353	6	0
1650856	1232840	240	82	62	0	10	0.041666666666666664	0.7560975609756098	4	1
2533794	303279	78	74	62	0	0	0.0	0.8378378378378378	5	0
2069566	2933830	266	29	56	0	1	0.0037593984962406013	1.9310344827586208	1	1
2339921	3064145	187	92	310	0	19	0.10160427807486631	3.369565217391304	19	14
2854307	3322702	220	95	161	0	33	0.15	1.694736842105263	17	27
1039366	1471374	111	37	2	0	0	0.0	0.05405405405405406	1	0
1017643	935508	46	12	18	0	4	0.08695652173913043	1.5	2	2
4703284	1024144	11	91	368	0	0	0.0	4.043956043956044	4	1
3021639	3138616	1475	81	63	0	0	0.0	0.7777777777777778	2	0
22918	1057056	44	21	11	0	0	0.0	0.5238095238095238	1	0
129786	1378156	30	2	46	0	0	0.0	23.0	0	0
3885428	949268	47	5	9	0	0	0.0	1.8	0	0
855887	4330386	16	6	278	0	7	0.4375	46.333333333333336	5	4
336394	114499	83	102	164	0	2	0.024096385542168676	1.607843137254902	6	3
2320698	2056391	80	29	1	0	0	0.0	0.034482758620689655	1	0
1223667	4438949	1041	275	101	0	0	0.0	0.36727272727272725	24	0
3239251	2660593	98	20	2	0	0	0.0	0.1	1	0
1910640	1825910	18	14	13	0	0	0.0	0.9285714285714286	1	0
4493973	1324890	1	1	19	0	1	1.0	19.0	1	1
2072729	4673114	11	6	601	0	1	0.09090909090909091	100.16666666666667	1	0
1130005	2716047	103	287	151	0	0	0.0	0.5261324041811847	5	0
3360059	1222291	68	69	12	0	0	0.0	0.17391304347826086	1	0
3867774	1133857	94	238	112	0	24	0.2553191489361702	0.47058823529411764	6	27
3113033	3191004	44	32	62	0	2	0.045454545454545456	1.9375	2	1
4673114	923356	22	601	1	0	0	0.0	0.0016638935108153079	1	0
1364579	2185087	19	2	1	0	0	0.0	0.5	1	0
2973692	945883	442	144	117	0	11	0.024886877828054297	0.8125	6	12
375294	3223163	385	43	17	0	0	0.0	0.3953488372093023	2	0
3798344	2257588	68	33	8	0	0	0.0	0.24242424242424243	0	0
2215079	267722	91	15	131	0	6	0.06593406593406594	8.733333333333333	3	4
1883219	4738579	4	16	184	0	0	0.0	11.5	1	0
2875366	1738036	247	38	123	0	0	0.0	3.236842105263158	1	0
3040485	3896019	1	4	95	0	1	1.0	23.75	1	1
3521384	4240311	357	568	260	0	0	0.0	0.45774647887323944	51	0
2573848	2953478	96	29	230	0	0	0.0	7.931034482758621	1	0
1055882	1877793	257	10	369	0	0	0.0	36.9	1	0
3620395	3589378	34	2	16	0	0	0.0	8.0	1	0
2014854	391796	1	2	64	0	1	1.0	32.0	1	2
2669438	4326790	21	14	47	0	8	0.38095238095238093	3.357142857142857	4	8
3165599	48918	62	12	37	0	0	0.0	3.0833333333333335	1	0
4603640	1352658	14	5	43	0	0	0.0	8.6	1	0
1877044	2897114	1566	83	111	0	0	0.0	1.3373493975903614	6	0
2315871	3061443	14	5	15	0	0	0.0	3.0	1	0
1207973	4771418	112	39	6	0	0	0.0	0.15384615384615385	0	0
4014182	2284434	174	4	345	0	11	0.06321839080459771	86.25	15	0
3994838	36240	183	145	47	0	7	0.03825136612021858	0.32413793103448274	4	6
979573	4831402	127	17	15	0	1	0.007874015748031496	0.8823529411764706	1	0
4680723	1748060	961	69	3	0	0	0.0	0.043478260869565216	1	0
895854	2808747	102	209	635	0	1	0.00980392156862745	3.0382775119617227	8	2
4157871	2937138	20	4	9	0	0	0.0	2.25	1	0
1127093	4058668	6014	554	43	0	0	0.0	0.0776173285198556	23	0
943153	4107988	1411	77	45	0	0	0.0	0.5844155844155844	7	0
3053752	3568234	52	4	218	0	0	0.0	54.5	0	0
52518	2488414	273	12	39	0	0	0.0	3.25	2	0
2765715	268710	82	12	20	0	0	0.0	1.6666666666666667	2	0
964242	2110678	159	22	14	0	3	0.018867924528301886	0.6363636363636364	1	0
2408098	1218262	83	50	19	0	1	0.012048192771084338	0.38	1	0
2075818	3119857	376	44	353	0	18	0.047872340425531915	8.022727272727273	16	6
340792	1973927	33	49	16	0	0	0.0	0.32653061224489793	5	0
4688495	1491324	1522	70	78	0	0	0.0	1.1142857142857143	14	0
2339537	2440052	43	14	53	0	0	0.0	3.7857142857142856	3	0
3246001	4722155	51	1	12	0	0	0.0	12.0	2	0
600415	4640254	28	1	1	0	0	0.0	1.0	1	0
719103	3687762	93	26	627	0	10	0.10752688172043011	24.115384615384617	8	10
28556	4796502	73	11	1	0	0	0.0	0.09090909090909091	1	0
3598752	2477256	174	299	1124	0	12	0.06896551724137931	3.759197324414716	10	65
2668463	2124542	1922	116	1	0	0	0.0	0.008620689655172414	1	0
4695711	3275236	181	38	2	0	0	0.0	0.05263157894736842	1	0
1946801	531158	142	20	2	0	0	0.0	0.1	2	0
2155420	896151	156	135	7	0	0	0.0	0.05185185185185185	1	0
1994117	2045446	318	436	87	0	0	0.0	0.19954128440366972	4	0
56142	4419302	58	17	30	0	5	0.08620689655172414	1.7647058823529411	3	3
307535	1576214	62	19	2	0	0	0.0	0.10526315789473684	1	0
2560406	1337544	38	18	728	0	1	0.02631578947368421	40.44444444444444	1	0
4487273	4578221	28	13	8	0	0	0.0	0.6153846153846154	5	0
3606354	1294809	114	172	136	0	5	0.043859649122807015	0.7906976744186046	1	5
2159481	227287	68	4	4	0	0	0.0	1.0	1	0
1613971	1603680	387	844	81	0	0	0.0	0.09597156398104266	1	0
752126	3023881	60	19	1035	0	1	0.016666666666666666	54.473684210526315	1	0
3944372	2085859	121	143	764	0	4	0.03305785123966942	5.3426573426573425	4	0
3944761	141742	138	590	1	0	0	0.0	0.001694915254237288	1	0
3026986	3843351	133	115	157	0	5	0.03759398496240601	1.3652173913043477	3	4
4739853	3775514	1274	376	5	0	0	0.0	0.013297872340425532	3	0
930653	843211	123	16	80	0	0	0.0	5.0	1	0
395249	2878406	702	59	19	0	0	0.0	0.3220338983050847	0	0
4054569	1539837	5	4	1127	0	1	0.2	281.75	1	0
2875593	1711831	18	15	1	0	0	0.0	0.06666666666666667	1	0
3789452	85686	16	4	527	0	0	0.0	131.75	1	0
3182154	4433612	129	81	90	0	18	0.13953488372093023	1.1111111111111112	16	14
4195374	1592924	58	6	75	0	0	0.0	12.5	1	0
1238921	808915	273	37	22	0	0	0.0	0.5945945945945946	2	0
2181765	3288186	1019	844	1	0	0	0.0	0.001184834123222749	1	0
4518291	158275	223	2	99	0	0	0.0	49.5	1	0
2111696	3804963	121	170	185	0	13	0.10743801652892562	1.088235294117647	15	15
3236222	1813189	116	20	69	0	0	0.0	3.45	1	0
529627	2562686	72	23	7	0	0	0.0	0.30434782608695654	0	0
4657376	1537645	1	19	243	0	0	0.0	12.789473684210526	1	0
4672561	1576949	559	58	20	0	0	0.0	0.3448275862068966	6	0
4037195	481163	44	9	2	0	0	0.0	0.2222222222222222	1	0
1855227	4760492	138	54	111	0	0	0.0	2.0555555555555554	1	0
562518	2453013	128	159	3	0	0	0.0	0.018867924528301886	1	0
1358411	3580309	21	1	3	0	0	0.0	3.0	1	0
3949507	1676325	1877	121	33	0	0	0.0	0.2727272727272727	4	0
78676	557514	43	46	85	0	7	0.16279069767441862	1.8478260869565217	6	7
826026	2784882	119	33	75	0	0	0.0	2.272727272727273	3	0
2899685	777228	155	66	62	0	0	0.0	0.9393939393939394	5	0
215109	510181	956	134	49	0	0	0.0	0.3656716417910448	8	0
3498749	3176712	21	7	6	0	0	0.0	0.8571428571428571	1	0
2330422	596261	6	1	2	0	0	0.0	2.0	1	0
49447	2730668	5	1	563	0	0	0.0	563.0	1	0
4864079	2163471	218	78	401	0	7	0.03211009174311927	5.141025641025641	20	2
3583882	4537161	59	17	50	0	0	0.0	2.9411764705882355	1	0
2854744	363524	1158	92	6	0	0	0.0	0.06521739130434782	1	0
105967	2963276	12	3	84	0	1	0.08333333333333333	28.0	1	0
2892504	2657284	2	8	2605	0	0	0.0	325.625	1	0
1785514	462267	329	37	365	0	2	0.0060790273556231	9.864864864864865	4	0
2840509	3669013	11	6	9	0	0	0.0	1.5	1	0
458450	3422324	235	86	268	0	0	0.0	3.116279069767442	10	0
1489099	232603	132	15	10	0	0	0.0	0.6666666666666666	1	0
3940438	1853195	37	18	232	0	18	0.4864864864864865	12.88888888888889	13	9
2227051	2989624	4	3	418	0	0	0.0	139.33333333333334	2	0
2222568	1117182	679	44	6	0	0	0.0	0.13636363636363635	2	0
1658293	2631627	1188	151	183	0	49	0.041245791245791245	1.2119205298013245	16	21
3219476	2544472	61	1	57	0	0	0.0	57.0	1	0
4368410	1498211	209	19	1	0	0	0.0	0.05263157894736842	1	0
2972585	3317026	39	4	53	0	0	0.0	13.25	1	0
325545	3610407	23	3	88	0	0	0.0	29.333333333333332	1	0
3255990	66610	583	170	11	0	0	0.0	0.06470588235294118	5	0
599524	4272512	1	2	116	0	1	1.0	58.0	1	2
4451501	4321809	243	59	25	0	0	0.0	0.423728813559322	2	0
526563	4754802	210	99	142	0	0	0.0	1.4343434343434343	3	0
2738321	113310	2	3	149	0	0	0.0	49.666666666666664	0	0
130593	3421281	113	54	30	0	0	0.0	0.5555555555555556	1	0
3315646	4275010	89	6	11	0	0	0.0	1.8333333333333333	1	0
4253367	2439435	120	8	2	0	0	0.0	0.25	1	0
3763564	188178	159	20	10	0	0	0.0	0.5	0	0
3216498	1672809	256	47	1	0	0	0.0	0.02127659574468085	1	0
3735127	3603842	14	187	1	0	0	0.0	0.0053475935828877	1	0
3552102	2094402	157	56	189	0	0	0.0	3.375	1	0
3998190	2594631	4	7	1	0	0	0.0	0.14285714285714285	0	0
2757495	2856552	234	6	1	0	0	0.0	0.16666666666666666	1	0
3529431	1782166	117	52	31	0	0	0.0	0.5961538461538461	15	0
363688	2259251	3	1	1	0	0	0.0	1.0	1	0
248066	1451942	109	122	309	0	0	0.0	2.5327868852459017	11	0
519410	2202338	130	43	16	0	0	0.0	0.37209302325581395	2	0
2723674	2705348	558	134	36	0	0	0.0	0.26865671641791045	2	0
535091	706772	15	14	110	0	0	0.0	7.857142857142857	0	0
2369663	4818002	128	24	153	0	14	0.109375	6.375	4	4
550230	3735127	36	4	187	0	2	0.05555555555555555	46.75	1	0
41375	2819924	193	24	285	0	4	0.02072538860103627	11.875	4	1
2853619	2413288	31	5	2	0	0	0.0	0.4	0	0
4487670	1777298	829	222	468	0	64	0.07720144752714113	2.108108108108108	40	27
1001390	3132939	196	13	1196	0	35	0.17857142857142858	92.0	25	2
3412097	1722133	18	9	5	0	0	0.0	0.5555555555555556	3	0
1000284	69174	30	19	199	0	9	0.3	10.473684210526315	23	5
4460371	268300	110	11	39	0	0	0.0	3.5454545454545454	0	0
1866755	2306308	67	38	8	0	6	0.08955223880597014	0.21052631578947367	3	6
3886121	338208	175	220	156	0	9	0.05142857142857143	0.7090909090909091	7	9
2788596	1354556	20	5	29	0	0	0.0	5.8	1	0
1083370	1816006	9	36	243	0	0	0.0	6.75	1	0
903467	1404418	194	53	13	0	0	0.0	0.24528301886792453	1	0
3642500	4160676	293	206	357	0	8	0.027303754266211604	1.733009708737864	12	4
283687	97885	1	2	142	0	0	0.0	71.0	0	0
1009786	286779	5	5	7	0	0	0.0	1.4	0	0
1608466	133821	178	18	1294	0	7	0.03932584269662921	71.88888888888889	8	1
3069735	103741	303	198	6	0	0	0.0	0.030303030303030304	2	0
3534161	3513889	53	20	45	0	0	0.0	2.25	1	0
3264759	832289	61	24	1	0	0	0.0	0.041666666666666664	1	0
600742	3048500	291	50	1209	0	0	0.0	24.18	20	0
1930881	3230622	6	18	220	0	0	0.0	12.222222222222221	1	0
1081432	1859208	14	5	6	0	0	0.0	1.2	0	0
67183	3134736	97	17	1413	0	1	0.010309278350515464	83.11764705882354	3	0
1036796	2936385	24	11	374	0	1	0.041666666666666664	34.0	1	1
449396	3689961	52	38	199	0	23	0.4423076923076923	5.2368421052631575	4	10
4803701	2160035	6414	333	3	0	0	0.0	0.009009009009009009	2	0
161346	64448	150	26	309	0	0	0.0	11.884615384615385	1	0
2498565	2453330	232	81	1	0	0	0.0	0.012345679012345678	1	0
4017765	1305875	222	61	16	0	0	0.0	0.26229508196721313	2	0
621963	2728941	26	3	10	0	0	0.0	3.3333333333333335	1	0
3106242	1222294	1	1	5	0	0	0.0	5.0	0	0
3455127	2980405	122	55	21	0	0	0.0	0.38181818181818183	2	0
1323294	1945775	12	4	137	0	1	0.08333333333333333	34.25	1	0
2035184	3920782	39	5	42	0	0	0.0	8.4	2	0
708465	1025098	273	87	1141	0	3	0.01098901098901099	13.114942528735632	19	2
4778912	1140134	5	14	311	0	1	0.2	22.214285714285715	1	2
2348035	2654333	199	54	1381	0	0	0.0	25.574074074074073	11	0
434122	4157653	73	14	289	0	1	0.0136986301369863	20.642857142857142	1	1
4256076	2683704	239	38	213	0	0	0.0	5.605263157894737	5	0
1284896	3387774	25	21	105	0	2	0.08	5.0	2	2
2467789	1571637	51	2	449	0	0	0.0	224.5	1	0
3371471	1576133	262	32	1	0	0	0.0	0.03125	1	0
2860764	944927	421	93	409	0	8	0.019002375296912115	4.397849462365591	10	0
2305776	1189032	109	7	89	0	0	0.0	12.714285714285714	1	0
219171	800310	22	1	1	0	0	0.0	1.0	1	0
2800046	61555	18	4	2	0	0	0.0	0.5	0	0
4456650	365896	1	2	28	0	0	0.0	14.0	1	0
3075234	35843	2457	550	61	0	0	0.0	0.11090909090909092	14	0
1447717	4439046	48	1	19	0	0	0.0	19.0	1	0
3227523	413266	31	6	14	0	0	0.0	2.3333333333333335	2	0
837658	1083927	11	3	25	0	0	0.0	8.333333333333334	0	0
3328605	861584	1945	233	3	0	0	0.0	0.012875536480686695	1	0
1764736	3043	23	5	209	0	2	0.08695652173913043	41.8	2	2
2674951	2034659	1	2	180	0	0	0.0	90.0	1	0
2858448	1068427	88	10	28	0	0	0.0	2.8	1	0
3170017	2628929	27	9	3	0	0	0.0	0.3333333333333333	2	0
1192930	4175503	75	3	29	0	4	0.05333333333333334	9.666666666666666	4	0
882750	1851357	344	27	76	0	0	0.0	2.814814814814815	1	0
3555678	3541155	3	1	227	0	1	0.3333333333333333	227.0	1	1
1743193	2241383	157	55	9	0	0	0.0	0.16363636363636364	0	0
3950852	1478573	203	40	21	0	0	0.0	0.525	9	0
3208639	2781817	311	40	704	0	9	0.028938906752411574	17.6	2	5
3972723	1326100	7	3	3	0	0	0.0	1.0	0	0
4238478	3190600	108	57	12	0	0	0.0	0.21052631578947367	1	0
766847	3260109	78	5	542	0	2	0.02564102564102564	108.4	5	0
487772	2633694	335	86	8	0	0	0.0	0.09302325581395349	1	0
2853821	3778155	45	3	556	0	1	0.022222222222222223	185.33333333333334	1	0
4865347	3998074	176	20	155	0	14	0.07954545454545454	7.75	7	3
