Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings	Source_friends_num	friends_cycle_num	SourceFollowersToSink
4129372	1432650	395	61	966	1	1	8	0.020253165	15.83606557	23	1	61	929	16
1432650	3448553	215	966	239	1	1	29	0.13488372099999998	0.24741200800000002	12	54	879	1112	94
3448553	2011367	380	239	7	1	1	0	0.0	0.029288703	3	0	224	6	4
4755384	2598401	83	27	1	1	1	0	0.0	0.037037037	0	0	19	1	0
1253167	1883804	157	9	1	1	1	0	0.0	0.111111111	0	0	9	1	0
673813	1137247	130	262	7	1	1	0	0.0	0.026717557000000003	1	0	221	6	4
3454055	2523712	54	2914	121	1	1	0	0.0	0.041523679	29	0	294	77	87
4594751	4730895	333	304	125	1	1	39	0.11711711699999999	0.411184211	7	49	280	421	27
4730895	1504506	1911	125	551	1	1	114	0.059654631	4.408	65	25	125	665	42
1504506	845761	1317	551	2	1	1	0	0.0	0.003629764	1	0	544	2	1
4292475	655379	5	10	23	1	1	3	0.6	2.3	2	6	9	29	6
655379	582140	400	23	4	1	1	0	0.0	0.17391304300000002	0	0	22	4	0
3856660	558737	329	72	27	1	1	0	0.0	0.375	0	0	67	15	1
1956732	1330818	415	70	75	1	1	0	0.0	1.071428571	23	0	54	60	9
891262	4637914	130	12	4	1	1	0	0.0	0.333333333	0	0	10	3	0
3034765	1669163	144	42	8	1	1	7	0.048611111	0.19047619	1	3	41	41	1
1669163	3855065	38	8	2	1	1	0	0.0	0.25	1	0	8	2	1
2593248	2320279	30	5	47	1	1	0	0.0	9.4	0	0	4	24	0
4696379	4557240	99	23	10	1	1	0	0.0	0.434782609	1	0	22	9	2
2269765	535061	295	22	129	1	1	0	0.0	5.8636363639999995	1	0	22	71	1
4708537	1962775	885	119	92	1	1	0	0.0	0.773109244	4	0	119	88	6
401282	874426	911	21	1	1	1	0	0.0	0.047619048	0	0	21	1	0
1871858	3206901	1	2	16	1	1	0	0.0	8.0	0	0	0	0	0
3031064	262073	29	5	1	1	1	0	0.0	0.2	0	0	4	1	0
2913003	2224163	87	34	43	1	1	0	0.0	1.2647058820000001	1	0	30	28	3
1468737	3913603	792	172	13	1	1	0	0.0	0.075581395	2	0	172	13	2
1271983	3759209	532	36	11	1	1	0	0.0	0.305555556	0	0	35	11	0
3318434	3567131	1995	55	109	1	1	0	0.0	1.9818181819999998	23	0	55	108	23
3602958	2520995	1096	34	9	1	1	0	0.0	0.264705882	2	0	34	9	1
3377716	3504290	230	63	33	1	1	33	0.143478261	0.523809524	11	12	62	92	13
3504290	3323519	371	33	133	1	1	40	0.107816712	4.03030303	5	8	31	162	6
3323519	3033091	4787	133	3	1	1	0	0.0	0.022556391000000002	0	0	133	3	0
3272228	1558255	112	8	84	1	1	0	0.0	10.5	4	0	8	64	3
2677761	2424626	139	30	106	1	1	4	0.028776977999999998	3.5333333330000003	2	4	27	132	7
2424626	639580	346	106	24	1	1	48	0.13872832400000001	0.22641509399999998	12	11	106	127	11
639580	2424626	179	24	106	1	1	48	0.268156425	4.416666667	11	12	24	127	11
2424626	3323310	346	106	22	1	1	0	0.0	0.20754717	6	0	106	22	5
1863073	261881	2	13	657	1	1	1	0.5	50.53846154	1	12	13	224	12
261881	2668270	220	657	46	1	1	2	0.009090909	0.070015221	14	2	652	455	19
2668270	2458209	117	46	69	1	1	0	0.0	1.5	2	0	40	65	7
1442657	2609280	3189	24	11	1	1	0	0.0	0.45833333299999995	1	0	24	11	2
984459	1171914	273	72	2431	1	1	21	0.076923077	33.76388889	39	3	72	2325	45
1171914	2282639	795	2431	2	1	1	0	0.0	0.000822707	0	0	2326	2	0
1040877	2598055	478	51	2	1	1	0	0.0	0.039215686	0	0	51	2	0
4344017	1785168	233	181	156	1	1	58	0.248927039	0.861878453	25	30	156	308	67
1785168	820381	359	156	85	1	1	23	0.06406685200000001	0.544871795	5	5	148	209	7
820381	4030538	2091	85	4	1	1	0	0.0	0.047058824000000006	0	0	85	4	0
688253	197427	624	57	26	1	1	0	0.0	0.456140351	0	0	38	23	0
2339149	4334968	4258	97	10	1	1	0	0.0	0.103092784	5	0	97	10	3
3703380	133392	159	36	413	1	1	0	0.0	11.47222222	4	0	36	327	3
178410	1989033	15	1	1	1	1	0	0.0	1.0	0	0	1	1	0
1196738	3944761	181	111	590	1	1	26	0.143646409	5.315315315	49	14	97	425	60
3435407	886729	20	1	18	1	1	0	0.0	18.0	0	0	1	1	0
3056276	3050070	269	136	228	1	1	59	0.219330855	1.6764705880000002	35	42	135	363	38
3050070	1551047	959	228	63	1	1	52	0.054223149000000005	0.276315789	18	30	228	291	18
2744916	2129558	43	8	72	1	1	0	0.0	9.0	2	0	5	20	3
4048243	2129145	39	16	20	1	1	0	0.0	1.25	0	0	13	6	0
173493	1801993	1959	46	85	1	1	0	0.0	1.8478260869999998	24	0	46	85	18
3862871	4153692	45	2	2	1	1	0	0.0	1.0	0	0	0	0	0
75239	1580988	27	11	2821	1	1	2	0.074074074	256.4545455	2	3	11	2492	3
1580988	1214367	414420	2821	2	1	1	0	0.0	0.000708968	1	0	2809	2	1
3473583	2249955	385	305	136	1	1	10	0.025974026	0.44590163899999996	5	14	250	393	20
2249955	4655520	346	136	64	1	1	0	0.0	0.470588235	9	0	136	62	13
3810156	1931979	259	11	15	1	1	0	0.0	1.363636364	1	0	11	12	0
1474902	4293257	74	45	29	1	1	6	0.081081081	0.644444444	3	2	36	62	6
4293257	1385622	255	29	113	1	1	0	0.0	3.8965517239999996	1	0	28	70	1
3222140	2375467	557	389	95	1	1	0	0.0	0.24421593800000002	8	0	386	90	18
3182046	25593	187	30	1914	1	1	34	0.181818182	63.8	44	1	30	1787	10
25593	4054996	502	1914	117	1	1	31	0.061752987999999995	0.061128527	22	33	1787	1642	62
4054996	1297138	221	117	1	1	1	0	0.0	0.008547009	0	0	116	1	0
4244603	3835579	460	295	20	1	1	0	0.0	0.06779661	7	0	294	19	8
2270468	3541207	117	27	71	1	1	1	0.008547009	2.62962963	2	0	22	58	4
3541207	4741830	99	71	85	1	1	30	0.303030303	1.197183099	4	9	49	112	22
1983399	279515	2027	510	45	1	1	0	0.0	0.088235294	6	0	510	45	7
3000578	2684759	73	4	7	1	1	0	0.0	1.75	0	0	0	0	1
881488	3766535	9	45	131	1	1	5	0.5555555560000001	2.9111111110000003	5	38	44	132	37
3766535	415624	97	131	12	1	1	7	0.07216494799999999	0.091603053	9	7	125	101	9
415624	3127986	12	12	19	1	1	9	0.75	1.5833333330000001	8	7	11	31	9
3127986	3209715	32	19	13	1	1	0	0.0	0.684210526	7	0	19	13	9
4033397	3753929	273	5	1	1	1	0	0.0	0.2	0	0	5	1	0
297308	476076	193	57	19	1	1	0	0.0	0.333333333	8	0	57	19	10
97640	1756292	807	114	640	1	1	0	0.0	5.614035088	44	0	114	637	45
1341178	1870867	16829	899	80	1	1	0	0.0	0.088987764	64	0	899	80	63
4547539	1683332	3195	206	96	1	1	0	0.0	0.46601941700000005	37	0	206	96	37
99710	323676	47	29	22	1	1	0	0.0	0.75862069	4	0	29	22	4
3436975	4334139	34	12	14	1	1	0	0.0	1.166666667	9	0	12	13	9
2632555	4520863	287	33	3432	1	1	43	0.14982578400000002	104.0	38	6	33	3183	17
4520863	518297	908	3432	255	1	1	36	0.039647577	0.074300699	54	31	3175	874	200
518297	144557	74	255	94	1	1	7	0.094594595	0.368627451	6	17	116	213	38
4849628	797309	71	5	1	1	1	0	0.0	0.2	0	0	4	1	0
3052772	3859740	40	15	13	1	1	0	0.0	0.8666666670000001	12	0	15	13	12
1934836	1632031	2471	284	17	1	1	0	0.0	0.059859155	1	0	284	15	1
1998231	4226284	35	3	755	1	1	3	0.085714286	251.66666669999998	10	0	1	305	2
4226284	3164662	82	755	30	1	1	0	0.0	0.039735098999999996	4	0	462	23	24
1549562	517644	348	86	2203	1	1	21	0.060344827999999996	25.61627907	41	7	84	1932	45
517644	2104953	576	2203	10	1	1	0	0.0	0.004539265	3	0	2107	10	6
843999	388620	25	22	3	1	1	0	0.0	0.13636363599999998	0	0	2	2	0
2141059	2948092	57	5	412	1	1	6	0.10526315800000001	82.4	3	1	5	378	1
2948092	2456417	18490	412	193	1	1	0	0.0	0.46844660200000005	14	0	410	177	14
3409248	4606537	229	26	6	1	1	0	0.0	0.23076923100000002	1	0	26	6	1
1517229	3641113	1217	203	283	1	1	169	0.138866064	1.39408867	80	72	203	486	76
2053860	822061	72	7	1	1	1	0	0.0	0.14285714300000002	0	0	5	1	0
388875	225196	3598	112	94	1	1	0	0.0	0.8392857140000001	21	0	112	94	23
4848784	2800306	139	12	3	1	1	0	0.0	0.25	2	0	12	3	2
4705611	1417425	82	215	640	1	1	32	0.39024390200000003	2.9767441860000003	16	52	193	818	72
1417425	3655780	2016	640	342	1	1	182	0.090277778	0.534375	84	116	636	980	117
3655780	1478353	1301	342	15	1	1	0	0.0	0.043859649	0	0	342	15	1
3647218	2127314	54	4	790	1	1	1	0.018518519	197.5	1	0	4	341	0
653266	3369838	35	32	54	1	1	0	0.0	1.6875	0	0	4	20	2
3605448	3381902	2022	202	25	1	1	0	0.0	0.123762376	4	0	201	25	7
3352319	4660687	14	1	1097	1	1	0	0.0	1097.0	2	0	1	214	0
585971	3023881	23	2	1035	1	1	4	0.17391304300000002	517.5	2	1	2	598	1
3023881	3556219	996	1035	31	1	1	0	0.0	0.029951691000000003	1	0	1010	22	4
2592604	1317277	199	62	106	1	1	0	0.0	1.7096774190000001	7	0	62	100	6
4040969	940182	350	50	2	1	1	0	0.0	0.04	1	0	48	2	1
4376234	2544030	116	94	185	1	1	25	0.21551724100000003	1.968085106	16	21	91	238	37
2544030	513799	241	185	75	1	1	27	0.112033195	0.405405405	19	14	156	232	29
513799	2896906	164	75	1193	1	1	23	0.140243902	15.90666667	27	22	74	1252	32
2896906	3769572	7172	1193	52	1	1	0	0.0	0.043587594	32	0	1192	52	32
2110074	354904	5	8	3193	1	1	3	0.6	399.125	2	7	8	3114	7
3620395	2404411	34	2	1841	1	1	1	0.029411765	920.5	2	0	1	72	1
2404411	4520863	15	1841	3432	1	1	10	0.666666667	1.8642042369999998	4	81	122	1778	740
4520863	1064609	908	3432	894	1	1	0	0.0	0.26048951	114	0	3175	873	658
3689002	2962493	5	1	21	1	1	0	0.0	21.0	0	0	0	0	0
2641131	2842882	100	59	823	1	1	19	0.19	13.94915254	28	19	59	818	35
2842882	1544172	1258	823	196	1	1	0	0.0	0.238153098	7	0	823	187	16
1836086	2366179	100	21	4	1	1	0	0.0	0.19047619	0	0	13	2	1
305584	345082	217	33	1	1	1	0	0.0	0.03030303	0	0	32	1	0
3370407	514492	527	172	9	1	1	0	0.0	0.052325580999999996	8	0	172	9	8
4552666	808798	9280	341	84	1	1	0	0.0	0.24633431100000003	51	0	341	84	50
2320576	3464486	420	56	1	1	1	0	0.0	0.017857143	0	0	55	1	0
4307412	1675220	362	53	924	1	1	0	0.0	17.43396226	13	0	51	904	21
2851916	239367	728	167	8	1	1	0	0.0	0.047904192000000005	4	0	165	8	5
3476508	1150919	63	3	488	1	1	10	0.158730159	162.66666669999998	10	0	3	303	0
1150919	478452	188	488	47	1	1	5	0.026595745	0.096311475	12	5	434	295	13
478452	2811746	70	47	4	1	1	0	0.0	0.08510638300000001	0	0	40	3	1
112408	4114719	78	25	4	1	1	0	0.0	0.16	2	0	24	4	2
1515584	4851713	108	38	2	1	1	0	0.0	0.052631579000000005	1	0	38	2	1
1028971	771312	385	130	7	1	1	0	0.0	0.05384615400000001	2	0	127	7	2
4758706	2480116	61	2	1	1	1	0	0.0	0.5	0	0	2	1	0
2911269	1461053	20607	740	45	1	1	0	0.0	0.060810811	7	0	740	45	6
1270097	4541492	150	23	2	1	1	0	0.0	0.086956522	1	0	22	2	1
4858812	2346135	81	36	21	1	1	0	0.0	0.583333333	2	0	35	17	2
3628694	1256327	186	21	5	1	1	0	0.0	0.23809523800000001	1	0	21	5	1
4827810	4681788	528	39	79	1	1	15	0.028409091	2.0256410259999997	12	4	38	95	14
4681788	2947768	105	79	50	1	1	0	0.0	0.632911392	4	0	55	37	20
2341282	1421855	401	36	64	1	1	0	0.0	1.7777777780000001	9	0	36	64	8
3539414	4672397	129	36	2	1	1	0	0.0	0.055555556	0	0	36	2	0
57030	1273923	75	26	99	1	1	19	0.253333333	3.807692308	14	9	25	123	9
1273923	2782048	646	99	85	1	1	0	0.0	0.8585858590000001	14	0	99	83	15
2369258	2064023	6	8	10	1	1	0	0.0	1.25	2	0	8	9	2
963272	3969926	13	2	1	1	1	0	0.0	0.5	0	0	2	1	0
4675122	3833716	195	18	14	1	1	0	0.0	0.7777777779999999	0	0	17	12	0
3748259	4467395	56	14	2084	1	1	32	0.571428571	148.8571429	22	8	14	2084	9
4467395	2088327	14576	2084	6	1	1	0	0.0	0.002879079	5	0	2084	6	5
3696954	3402731	161	7	3654	1	1	0	0.0	522.0	3	0	6	1898	2
3402731	4609800	18	3654	66	1	1	0	0.0	0.018062397	3	0	318	16	42
583352	673946	7	10	102	1	1	1	0.14285714300000002	10.2	1	2	6	109	2
673946	2329858	341	102	1	1	1	0	0.0	0.009803922	0	0	102	1	0
1037166	3898033	463	73	61	1	1	0	0.0	0.835616438	2	0	71	60	3
1528542	4213284	2395	76	16	1	1	0	0.0	0.21052631600000002	4	0	74	16	4
4524940	105299	57	9	227	1	1	0	0.0	25.22222222	0	0	8	139	0
105299	4659685	1	227	92	1	1	0	0.0	0.40528634399999997	0	10	11	145	12
4208044	4738	3919	247	2	1	1	0	0.0	0.008097166	1	0	247	2	0
4238451	2230522	54	1643	421	1	1	0	0.0	0.256238588	8	0	973	292	101
4321904	1151442	3	1	1	1	1	0	0.0	1.0	0	0	0	0	0
2599843	4629176	273	373	2058	1	1	98	0.35897435899999997	5.517426273	62	110	371	2320	227
4629176	854202	9211	2058	10	1	1	0	0.0	0.0048590859999999994	4	0	2041	10	7
1273320	3005480	423	61	7	1	1	0	0.0	0.11475409800000001	1	0	60	7	1
1958096	325301	1029	80	324	1	1	0	0.0	4.05	31	0	80	323	25
4723320	281997	915	250	143	1	1	0	0.0	0.5720000000000001	51	0	248	142	59
2050130	591713	22	234	12	1	1	0	0.0	0.051282050999999995	1	0	117	10	7
4812704	4795717	971	54	4	1	1	0	0.0	0.074074074	3	0	54	4	1
3633377	1898024	4662	319	13	1	1	0	0.0	0.040752351	6	0	319	13	5
3625719	1821035	40	7	1794	1	1	0	0.0	256.2857143	3	0	7	504	2
3284566	617168	215	112	350	1	1	20	0.093023256	3.125	21	16	111	459	25
617168	1354327	1170	350	42	1	1	9	0.007692308	0.12	10	4	349	387	12
1354327	844638	220	42	13	1	1	0	0.0	0.30952381	1	0	41	13	2
217385	2872459	722	14	40	1	1	0	0.0	2.857142857	3	0	13	40	3
3470299	4780467	412	44	29	1	1	0	0.0	0.659090909	6	0	44	25	5
3953915	4771078	148	68	398	1	1	0	0.0	5.852941176	6	0	68	332	9
4335217	476419	1908	184	34	1	1	0	0.0	0.184782609	6	0	183	34	8
1044584	3926798	185	57	1	1	1	0	0.0	0.01754386	0	0	57	1	0
154154	3257684	687	37	10	1	1	0	0.0	0.27027027	0	0	36	9	0
4106313	2699570	3004	161	99	1	1	0	0.0	0.6149068320000001	24	0	161	94	4
938447	2317192	61	7	4	1	1	0	0.0	0.571428571	0	0	7	3	0
920237	672594	271	23	4	1	1	0	0.0	0.17391304300000002	1	0	23	3	0
1213507	967027	115	107	21	1	1	0	0.0	0.196261682	8	0	104	21	10
3194941	396561	138	25	357	1	1	27	0.19565217399999998	14.28	25	1	12	181	6
396561	3887652	251	357	9	1	1	0	0.0	0.025210084	0	0	269	5	0
4090769	4635379	469	79	8	1	1	0	0.0	0.101265823	3	0	78	8	3
203830	4240311	877	33	260	1	1	0	0.0	7.878787879	7	0	33	249	8
4744009	3350251	657	7	2	1	1	0	0.0	0.28571428600000004	0	0	7	1	0
2629632	1152063	828	97	36	1	1	0	0.0	0.37113402100000004	9	0	97	36	13
2152488	2785093	56	7	13	1	1	6	0.107142857	1.857142857	4	2	7	18	3
2785093	706147	62	13	13	1	1	0	0.0	1.0	3	0	12	13	5
4389081	2251636	1426	64	68	1	1	0	0.0	1.0625	6	0	64	68	6
278011	2113975	245	88	3	1	1	0	0.0	0.034090908999999996	2	0	86	3	2
4570104	740019	105	6	1	1	1	0	0.0	0.166666667	0	0	3	1	0
2632027	4160676	84	48	357	1	1	24	0.28571428600000004	7.4375	26	7	37	295	19
4160676	3173085	309	357	430	1	1	42	0.13592233	1.204481793	42	41	287	619	89
3173085	1666920	626	430	213	1	1	20	0.031948882000000005	0.49534883700000004	21	20	389	454	60
1666920	360185	135	213	102	1	1	15	0.111111111	0.478873239	7	17	166	272	16
360185	3256180	245	102	44	1	1	11	0.044897959	0.431372549	12	3	99	98	8
3256180	2512058	173	44	1	1	1	0	0.0	0.022727273	0	0	34	1	0
3891071	3014570	272	69	1	1	1	0	0.0	0.014492753999999998	0	0	69	1	0
939655	1320075	29	6	11	1	1	0	0.0	1.8333333330000001	0	0	4	8	0
2676620	555520	158	17	19	1	1	0	0.0	1.117647059	1	0	15	18	1
3770521	405025	6	2	51	1	1	5	0.833333333	25.5	1	1	2	48	1
405025	3599626	852	51	17	1	1	0	0.0	0.333333333	3	0	51	16	3
1875	2793899	61390	656	30	1	1	0	0.0	0.045731707	27	0	656	30	27
2982118	1885560	43	9	4	1	1	0	0.0	0.444444444	0	0	9	4	0
4073343	341685	285	88	72	1	1	0	0.0	0.818181818	5	0	74	60	8
3410895	915390	69	6	1345	1	1	25	0.362318841	224.16666669999998	6	3	5	1155	3
915390	248409	5262	1345	16	1	1	0	0.0	0.011895911	1	0	1290	14	4
2702132	101774	94	72	11	1	1	0	0.0	0.152777778	0	0	67	9	0
3649646	3651952	23	17	27	1	1	0	0.0	1.588235294	0	0	11	19	1
526563	4585749	210	99	11	1	1	0	0.0	0.111111111	5	0	99	11	5
4214036	1370604	45	3	49	1	1	0	0.0	16.33333333	4	0	3	36	0
3641600	3295121	9270	751	5	1	1	0	0.0	0.00665779	2	0	751	5	2
966845	1523286	35	10	41	1	1	0	0.0	4.1	0	0	10	24	0
1558705	2761957	171	90	76	1	1	45	0.263157895	0.8444444440000001	18	18	81	135	19
2761957	67536	183	76	442	1	1	32	0.174863388	5.815789474	34	13	65	343	28
67536	3468848	237	442	42	1	1	0	0.0	0.095022624	1	0	333	9	0
3564185	1861462	175	33	768	1	1	16	0.091428571	23.27272727	15	7	30	702	17
1861462	552557	601	768	24	1	1	0	0.0	0.03125	3	0	761	21	3
4858812	3887482	81	36	19	1	1	0	0.0	0.5277777779999999	1	0	35	18	1
4864489	795461	359	12	2	1	1	0	0.0	0.166666667	0	0	10	1	0
2417353	2916586	139	37	100	1	1	0	0.0	2.702702703	0	0	31	47	1
4126162	1782135	114	5	48	1	1	0	0.0	9.6	1	0	5	32	0
1344871	2772614	27	6	5	1	1	0	0.0	0.833333333	3	0	5	4	3
1383181	3978787	240	44	1204	1	1	0	0.0	27.36363636	4	1	39	835	11
3978787	1943623	15	1204	5	1	1	0	0.0	0.004152824	0	0	81	2	4
2050130	3844650	22	234	7	1	1	0	0.0	0.02991453	1	0	117	5	4
1629116	3863861	157	68	4	1	1	0	0.0	0.058823529000000006	0	0	68	4	0
987626	1416302	1743	238	44	1	1	0	0.0	0.18487395	14	0	238	44	17
462298	1300331	10933	414	9	1	1	0	0.0	0.02173913	6	0	414	9	7
941622	36077	315	124	74	1	1	0	0.0	0.596774194	28	0	123	74	28
1681606	3569633	1	3	1	1	1	0	0.0	0.333333333	0	0	0	0	0
1509688	1000106	76	24	972	1	1	0	0.0	40.5	4	0	22	394	3
1000106	3019605	2608	972	2	1	1	0	0.0	0.002057613	0	0	409	2	0
490279	4109993	639	73	58	1	1	0	0.0	0.7945205479999999	26	0	73	57	26
2760682	2404411	47	4	1841	1	1	2	0.042553191	460.25	12	0	3	699	0
3626132	3894999	22	5	11	1	1	0	0.0	2.2	0	0	5	6	0
2281658	4675001	943	38	159	1	1	0	0.0	4.184210526	4	0	38	159	3
1479308	4088731	480	83	1418	1	1	11	0.022916667	17.08433735	14	10	79	903	22
4088731	971052	1242	1418	431	1	1	2	0.0016103060000000002	0.30394922399999996	20	1	1410	1159	95
971052	3642500	7	431	206	1	1	5	0.7142857140000001	0.477958237	3	24	241	482	55
3642500	2884501	293	206	42	1	1	0	0.0	0.203883495	18	0	191	38	26
1074569	4615484	68	12	16	1	1	0	0.0	1.333333333	0	0	12	12	0
759573	3849956	42	14	15	1	1	27	0.642857143	1.071428571	10	11	14	28	12
3849956	752062	65	15	9	1	1	0	0.0	0.6	6	0	14	8	6
3142153	3340574	393	145	2	1	1	0	0.0	0.013793103000000001	0	0	144	2	0
2675471	2843234	6	1	1	1	1	0	0.0	1.0	0	0	1	1	0
3493764	2616927	1	16	184	1	1	0	0.0	11.5	0	6	7	136	10
2616927	2235660	2688	184	35	1	1	0	0.0	0.190217391	16	0	184	35	18
4195988	500681	582	50	1	1	1	0	0.0	0.02	0	0	50	1	0
2693395	734716	262	27	4	1	1	0	0.0	0.148148148	0	0	26	4	0
2521571	4381750	168	42	798	1	1	0	0.0	19.0	1	0	13	139	4
2158773	3859867	431	158	59	1	1	0	0.0	0.373417722	4	0	157	58	5
213007	3521659	76	30	11	1	1	0	0.0	0.36666666700000006	0	0	26	8	2
1181382	2192634	58	5	1	1	1	0	0.0	0.2	0	0	1	0	0
2111366	3133090	80	11	58	1	1	2	0.025	5.272727273	2	0	11	65	0
3133090	1873387	849	58	1	1	1	0	0.0	0.017241378999999998	0	0	57	1	0
1779840	706180	49	16	20	1	1	0	0.0	1.25	1	0	12	9	1
631782	1411138	2	3	47	1	1	1	0.5	15.66666667	0	2	3	45	2
1411138	3181745	97	47	8	1	1	14	0.14432989699999998	0.17021276600000002	6	13	47	54	6
3181745	611426	16	8	236	1	1	9	0.5625	29.5	9	5	8	233	5
611426	4087122	197	236	8	1	1	5	0.025380711	0.033898305	7	5	236	220	7
4087122	611426	6	8	236	1	1	5	0.833333333	29.5	5	7	8	220	7
611426	1840143	197	236	15	1	1	46	0.233502538	0.063559322	13	46	236	248	13
3809087	335449	207	18	34	1	1	0	0.0	1.888888889	1	0	18	31	1
2451402	2874166	205	42	67	1	1	3	0.014634146	1.595238095	7	0	41	98	5
2874166	2912009	153	67	59	1	1	0	0.0	0.880597015	7	0	54	52	16
4673114	3835450	22	601	421	1	1	1	0.045454545	0.700499168	1	1	23	25	135
3835450	2124790	26	421	35	1	1	0	0.0	0.083135392	0	0	13	3	13
3232793	253010	335	13	3	1	1	0	0.0	0.23076923100000002	0	0	13	3	0
2086479	2705481	392	30	85	1	1	8	0.020408163	2.833333333	2	1	29	88	3
2705481	4022062	472	85	157	1	1	301	0.637711864	1.847058824	17	25	72	231	22
4022062	1057932	3780	157	8	1	1	0	0.0	0.050955414000000004	4	0	157	8	3
927772	3455898	320	26	6	1	1	0	0.0	0.23076923100000002	1	0	25	6	1
4618545	584222	100	18	6	1	1	0	0.0	0.333333333	3	0	17	5	3
1545036	4064671	47	254	37	1	1	0	0.0	0.145669291	5	0	61	17	20
1629116	1120424	157	68	9	1	1	0	0.0	0.132352941	5	0	68	9	5
1138998	1918386	126	17	280	1	1	0	0.0	16.47058824	5	0	17	263	3
2580119	3385671	131	3	17	1	1	0	0.0	5.666666667	0	0	3	8	0
738648	1916021	2792	387	155	1	1	0	0.0	0.400516796	78	0	387	155	74
1450960	2822705	135	8	7	1	1	0	0.0	0.875	1	0	8	4	1
1042460	1330877	88	8	23	1	1	0	0.0	2.875	2	0	8	13	0
4646423	2746838	20	5	39	1	1	0	0.0	7.8	0	0	4	10	0
3536369	2657284	1034	107	2605	1	1	2	0.001934236	24.34579439	20	1	107	1574	15
2657284	2460486	690	2605	2	1	1	0	0.0	0.0007677539999999999	0	0	2443	2	0
174993	3582815	22	15	90	1	1	11	0.5	6.0	10	7	15	104	11
3582815	3701265	157	90	28	1	1	31	0.19745222899999998	0.311111111	14	13	89	115	14
3701265	2288590	73	28	21	1	1	0	0.0	0.75	8	0	27	21	9
31819	1735082	3334	75	221	1	1	0	0.0	2.9466666669999997	22	0	73	221	19
2905070	1650090	68	20	3	1	1	0	0.0	0.15	0	0	14	3	0
679547	551195	107	8	100	1	1	0	0.0	12.5	0	0	6	82	0
551195	3786117	138	100	42	1	1	0	0.0	0.42	21	0	30	35	18
925886	4167007	79	548	80	1	1	11	0.13924050599999999	0.145985401	8	10	372	405	49
4167007	3772266	141	80	2	1	1	0	0.0	0.025	1	0	67	2	1
3682361	616828	18	4	11	1	1	0	0.0	2.75	0	0	2	1	0
3954325	2413412	16616	1743	5	1	1	0	0.0	0.002868617	1	0	1579	5	1
698620	3636408	1399	215	55	1	1	0	0.0	0.255813953	19	0	214	55	20
2098387	2773596	1892	182	174	1	1	0	0.0	0.9560439559999999	22	0	182	173	23
986710	2060929	39	7	14	1	1	0	0.0	2.0	0	0	2	3	0
3363173	3000320	390	552	118	1	1	0	0.0	0.213768116	1	0	489	100	29
4818087	4288294	118	44	61	1	1	25	0.211864407	1.386363636	12	17	43	101	15
4288294	4018421	205	61	14	1	1	0	0.0	0.229508197	9	0	61	14	10
2553467	1426209	276	13	263	1	1	5	0.018115942	20.23076923	3	0	13	197	0
1426209	1088248	42	263	13	1	1	0	0.0	0.049429658	2	0	100	8	6
4782074	201684	238	920	231	1	1	83	0.34873949600000004	0.251086957	55	75	704	827	158
201684	3867774	357	231	238	1	1	24	0.067226891	1.03030303	33	22	195	351	67
3867774	4824621	94	238	25	1	1	0	0.0	0.10504201699999999	2	0	177	11	4
1689134	1650875	227	20	1881	1	1	13	0.057268722	94.05	14	2	20	1451	5
1650875	2548009	162	1881	251	1	1	15	0.092592593	0.13343966	14	23	1152	1068	81
2548009	2466361	408	251	50	1	1	29	0.071078431	0.199203187	9	18	216	225	23
2466361	1973267	245	50	4	1	1	0	0.0	0.08	0	0	42	4	0
4783469	2622141	392	16	3	1	1	0	0.0	0.1875	0	0	14	3	0
1534526	2963533	1638	51	5	1	1	0	0.0	0.098039216	0	0	51	5	0
945054	2230522	84	5	421	1	1	0	0.0	84.2	9	0	3	161	1
2909366	1327376	128	121	1291	1	1	15	0.1171875	10.66942149	14	18	121	1316	68
1327376	3126437	818	1291	43	1	1	2	0.002444988	0.033307513999999996	2	9	1286	1225	22
3126437	2806017	98	43	35	1	1	0	0.0	0.813953488	2	0	37	33	4
3112435	1411138	5	1	47	1	1	0	0.0	47.0	0	0	1	43	0
1411138	2265763	97	47	68	1	1	7	0.07216494799999999	1.446808511	7	6	47	100	6
2265763	886537	120	68	12	1	1	0	0.0	0.176470588	3	0	68	12	3
1356121	2316303	959	61	16	1	1	0	0.0	0.262295082	3	0	61	16	1
4445016	338613	78	14	22	1	1	0	0.0	1.571428571	2	0	12	17	2
3200905	4278197	86	36	53	1	1	0	0.0	1.4722222219999999	3	0	35	46	7
2863121	1293781	48	9	2	1	1	0	0.0	0.222222222	1	0	9	2	1
351521	1959654	33	7	1	1	1	0	0.0	0.14285714300000002	0	0	7	1	0
486971	2098014	13	1	758	1	1	2	0.153846154	758.0	1	0	0	107	0
2098014	3919624	223	758	36	1	1	8	0.035874439	0.047493404	4	3	518	32	5
3919624	1308199	74	36	1003	1	1	3	0.040540541	27.86111111	0	0	4	9	13
1308199	4066031	49	1003	4	1	1	0	0.0	0.0039880359999999995	0	0	30	1	3
1006943	685340	460	39	14	1	1	0	0.0	0.35897435899999997	3	0	39	14	3
2166043	140537	54	16	54	1	1	0	0.0	3.375	6	0	12	40	6
